--- Terminal on COM3 | 921600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ
Piano calibration (48kHz) - ENTER starts capture.
BUILD_TAG=cal_v7_shift12_logspec_autoshift

FS=48000 N=4096 HOP=256 rows/secÔëê187.50
Models JSON: /models.json
Noise JSON:  /noise.json

Commands:
  <ENTER>            start recording current key
  start <idx>        jump to key index (0..84)
  start <label>      jump to key label (e.g. start G#1)
  redo               redo last recorded key (overwrite in /models.json)
  redo prev          redo key before last recorded
  noise              record 10s silence -> /noise.json
  noise show         show if /noise.json exists
  help               show this help

NEXT: key_idx=0 label=A0 ÔÇö press ENTER to record (or type help)
OK: start at key_idx=41 label=D4

NEXT: key_idx=41 label=D4 ÔÇö press ENTER to record (or type help)
CAP_BEGIN {"type":"CAP_BEGIN","key_idx":41,"key":"D4","fs":48000,"n":4096,"hop":256,"ms":10500,"peaks":8,"fmin":20.0,"fmax":4000.0,"resp_ms_init":200,"settle_ms":200,"shift_right_init":12,"spec_total":"log10(power/N+1)"}
INSTRUCTIONS:
  - Keep room silent for 1s.
  - Then PRESS+HOLD when told (3 times), with releases in between.
  - After final press, let it ring (tail).
  - Do NOT touch other keys.

SILENCE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
CSV_BEGIN
type,t_ms,key_idx,key,cap_phase,rms_ac,ac_peak,zc,min,max,spec_total_log10,centroid_hz,bandwidth_hz,rolloff85_hz,flatness,band1_20_80,band2_80_200,band3_200_500,band4_500_1280,band5_1280_2500,band6_2500_4000,p1_hz,p1_mag,p2_hz,p2_mag,p3_hz,p3_mag,p4_hz,p4_mag,p5_hz,p5_mag,p6_hz,p6_mag,p7_hz,p7_mag,p8_hz,p8_mag
CAL_WIN,2411,41,D4,1,1214.016,3079.494,106.0,-3044.0,3036.0,9.597,991.96,843.07,1910.16,0.420120,669546.500,3229090.500,9099727.000,11326685.000,8044233.500,2359474.500,292.97,1724121.250,199.22,1245978.875,515.62,1077844.000,386.72,738664.625,1019.53,687087.437,1207.03,422754.844,1335.94,396551.031,1734.38,320107.281
CAL_WIN,2429,41,D4,1,1196.831,3075.639,106.0,-3044.0,3036.0,9.597,987.02,834.94,1898.44,0.421913,599314.562,3072668.000,9252703.000,11307816.000,8178037.500,2233303.250,292.97,1631004.875,503.91,1263529.375,199.22,1195613.500,386.72,718458.000,1019.53,608818.750,1335.94,423501.063,1207.03,370764.344,691.41,324589.844
CAL_WIN,2448,41,D4,1,1178.673,3007.121,109.0,-2688.0,3036.0,9.604,987.82,832.68,1898.44,0.428233,541912.750,2924714.000,9502326.000,11403831.000,8370242.500,2228710.500,304.69,1529184.750,503.91,1511333.500,199.22,1138659.000,386.72,701419.375,1019.53,538430.937,1335.94,448344.250,691.41,385115.656,1207.03,319484.219
CAL_WIN,2467,41,D4,1,1159.332,3029.407,109.0,-2835.0,3036.0,9.614,988.31,832.53,1898.44,0.435199,514429.344,2902486.750,9706417.000,11637674.000,8568301.000,2270139.500,503.91,1743908.750,304.69,1514670.125,199.22,1062960.875,386.72,672281.875,1019.53,476260.469,1335.94,467254.031,691.41,441452.313,820.31,348274.875
CAL_WIN,2485,41,D4,1,1139.983,3008.841,110.0,-2835.0,3036.0,9.621,986.68,832.51,1898.44,0.443593,509954.750,3016072.500,9705870.000,11949251.000,8640373.000,2316453.500,503.91,1940718.250,304.69,1470600.125,199.22,977845.187,386.72,634372.437,691.41,496934.438,1335.94,477975.375,1019.53,424358.375,820.31,416822.656
CAL_WIN,2504,41,D4,1,1134.485,3033.824,113.0,-2835.0,3036.0,9.623,983.90,831.49,1898.44,0.441839,527764.937,3143973.750,9445632.000,12290768.000,8531355.000,2340123.250,503.91,2092689.750,304.69,1382269.500,199.22,884725.687,386.72,582601.687,691.41,551728.500,1335.94,478488.219,820.31,456930.344,1019.53,384898.969
CAL_WIN,2625,41,D4,1,1121.292,2941.957,120.0,-2835.0,2961.0,9.618,982.59,831.25,1898.44,0.443835,571609.625,3199918.500,8914957.000,12739001.000,8244822.000,2362455.750,503.91,2191445.750,304.69,1248574.875,199.22,807456.250,691.41,602372.187,386.72,522215.656,820.31,468123.625,1335.94,465607.594,1019.53,361684.750
CAL_WIN,2644,41,D4,1,1122.153,2920.457,116.0,-2835.0,2961.0,9.607,982.73,831.29,1875.00,0.445950,631826.875,3140150.500,8237726.000,13339042.000,7781050.000,2392339.500,503.91,2209464.750,304.69,1066197.625,199.22,741429.125,691.41,634850.500,808.59,492302.063,386.72,454590.719,1335.94,437315.531,222.66,375745.719
CAL_WIN,2663,41,D4,1,1124.800,2900.680,118.0,-2835.0,2961.0,9.593,975.41,829.55,1839.84,0.448378,677023.187,2943454.000,8014006.500,14007263.000,7305194.500,2424609.000,503.91,2121269.250,304.69,862652.062,187.50,701297.125,691.41,640120.312,808.59,497229.375,375.00,410652.781,222.66,400949.031,1335.94,396296.844
CAL_WIN,2681,41,D4,1,1124.532,2903.049,120.0,-2835.0,2961.0,9.579,965.41,824.87,1816.41,0.444784,699664.937,2630176.250,8118027.000,14670515.000,6912762.500,2459390.250,503.91,1915816.375,292.97,734876.812,187.50,636613.687,691.41,609279.875,808.59,480797.313,222.66,443710.844,1019.53,410787.219,375.00,401026.750
CAL_WIN,2700,41,D4,1,1118.616,2900.021,117.0,-2835.0,2961.0,9.566,952.48,821.22,1757.81,0.446044,690845.750,2298516.000,8528032.000,15137036.000,6484751.000,2491690.750,515.62,1708124.250,281.25,763751.187,187.50,566572.937,691.41,539466.875,222.66,499523.906,808.59,450424.063,1019.53,445453.688,585.94,419318.188
CAL_WIN,2719,41,D4,1,1108.308,2900.379,119.0,-2835.0,2961.0,9.557,943.09,820.75,1734.38,0.447708,650269.750,1926016.250,9040731.000,15224766.000,6063120.000,2525994.250,515.62,1733867.625,281.25,938617.500,222.66,560010.750,187.50,505312.313,679.69,487393.969,1019.53,478612.719,585.94,463737.750,808.59,414629.313
CAL_WIN,2737,41,D4,1,1087.061,2919.561,120.0,-2835.0,2961.0,9.552,936.57,820.11,1722.66,0.444391,589833.625,1560118.375,9641162.000,14913799.000,5761783.000,2519639.000,515.62,1717047.250,492.19,1086611.750,281.25,1057814.125,222.66,608931.250,1019.53,501272.781,679.69,487931.094,585.94,487515.156,187.50,453952.219
CAL_WIN,2756,41,D4,1,1072.983,2936.464,120.0,-2835.0,2961.0,9.550,929.10,816.63,1722.66,0.430469,537348.187,1414957.875,10185695.000,14350347.000,5617446.500,2452050.000,515.62,1681424.000,281.25,1102925.000,492.19,1033451.500,210.94,634742.562,1019.53,505845.688,585.94,477961.594,679.69,473574.438,187.50,408625.688
CAL_WIN,2775,41,D4,1,1069.644,2948.200,113.0,-2835.0,2961.0,9.547,920.24,810.06,1699.22,0.424827,512312.313,1498249.875,10443007.000,14285141.000,5573533.500,2390263.750,515.62,1652720.125,281.25,1077479.000,492.19,964537.687,210.94,683250.375,1019.53,491254.844,585.94,455315.031,679.69,446883.063,187.50,368324.500
CAL_WIN,2794,41,D4,1,1055.590,2838.845,116.0,-2835.0,2319.0,9.540,923.92,816.79,1710.94,0.438287,532523.875,1650623.500,10287425.000,14224129.000,5632300.000,2423992.250,515.62,1642978.375,292.97,1069173.750,492.19,872047.812,210.94,744224.875,1019.53,459824.719,585.94,412786.531,679.69,410202.250,386.72,381435.781
CAL_WIN,2812,41,D4,1,1039.137,2827.257,122.0,-2835.0,2277.0,9.529,939.56,832.57,1734.38,0.463723,577025.125,1834692.250,9687495.000,13702275.000,5759058.500,2482123.250,515.62,1640734.125,292.97,1192707.000,210.94,803561.875,386.72,441711.313,1019.53,412774.625,585.94,370899.656,679.69,363898.156,808.59,311245.000
CAL_WIN,2831,41,D4,1,1036.615,2831.183,118.0,-2835.0,2196.0,9.515,959.80,849.72,1781.25,0.472058,616552.687,2007626.375,8724972.000,12795952.000,5824955.000,2495997.500,515.62,1625456.750,292.97,1263705.000,210.94,841814.000,386.72,479940.625,691.41,415201.313,1019.53,356162.875,328.12,329537.875,585.94,325484.906
CAL_WIN,2850,41,D4,1,1021.514,2830.839,116.0,-2835.0,2196.0,9.499,978.56,864.81,1839.84,0.469816,632060.812,2141005.750,7586430.500,11884869.000,5753065.500,2464618.000,503.91,1603239.750,292.97,1276180.500,210.94,852922.500,386.72,494435.281,691.41,460512.750,328.12,321968.938,1019.53,300811.344,585.94,284454.281
CAL_WIN,2868,41,D4,1,1003.784,2721.282,115.0,-2727.0,2196.0,9.487,985.84,875.98,1863.28,0.454139,617392.312,2200357.750,6893163.000,11016381.000,5558925.500,2400325.000,503.91,1719097.375,292.97,1238692.125,210.94,840394.750,386.72,486590.531,691.41,474189.781,328.12,304870.125,1335.94,268545.594,597.66,264894.281
CAL_WIN,2887,41,D4,1,991.662,2458.362,118.0,-2467.0,2196.0,9.478,980.35,880.97,1851.56,0.446582,573721.500,2177306.500,6757612.000,10311400.000,5354418.000,2323344.500,503.91,1783205.500,292.97,1168316.625,210.94,811848.187,691.41,466500.531,386.72,461816.500,328.12,282368.531,1335.94,280462.750,878.91,267168.469
CAL_WIN,2906,41,D4,1,964.344,2197.014,114.0,-1954.0,2196.0,9.472,972.49,875.88,1828.13,0.433081,510581.844,2077003.875,6742185.500,9849419.000,5217622.000,2200047.750,503.91,1819111.375,304.69,1118641.500,210.94,781573.687,691.41,451676.250,398.44,435742.469,1335.94,292687.531,878.91,263475.594,597.66,228763.250
CAL_WIN,2925,41,D4,1,945.685,2203.417,111.0,-1954.0,2196.0,9.464,964.68,862.59,1781.25,0.429148,455437.125,1910442.750,6703622.000,9698906.000,5117674.000,2042508.250,503.91,1842549.875,304.69,1129390.625,210.94,751571.625,691.41,440780.250,398.44,438179.969,1335.94,303883.750,878.91,258846.109,808.59,212982.453
CAL_WIN,2943,41,D4,1,915.825,2207.043,113.0,-1954.0,2196.0,9.450,957.85,844.02,1734.38,0.412802,441211.438,1711967.375,6566982.000,9724232.000,5050303.500,1859677.250,503.91,1851700.250,304.69,1103653.250,210.94,716224.250,691.41,433797.031,398.44,427132.344,1335.94,313722.313,878.91,254539.250,808.59,243680.062
CAL_WIN,2962,41,D4,1,882.883,2222.960,126.0,-1877.0,2196.0,9.425,956.33,828.52,1734.38,0.404950,461586.094,1545495.250,6285787.500,9795856.000,5025554.000,1699527.500,503.91,1836327.750,304.69,1034020.812,210.94,684195.687,691.41,432173.500,398.44,402219.125,1335.94,321747.375,808.59,272155.000,878.91,253640.578
CAL_WIN,2981,41,D4,1,860.555,2209.803,117.0,-1747.0,2196.0,9.390,961.43,822.52,1734.38,0.399135,496559.469,1450404.500,5872038.000,9750337.000,5005320.000,1600481.250,503.91,1794543.625,304.69,933438.000,210.94,649705.187,691.41,434109.000,398.44,367070.906,1335.94,327957.906,808.59,290757.844,878.91,258192.281
CAL_WIN,2999,41,D4,1,829.508,2211.753,117.0,-1747.0,2196.0,9.344,973.51,823.46,1734.38,0.413072,534119.812,1428501.625,5342645.000,9515339.000,5038742.500,1542217.500,503.91,1728845.875,304.69,814774.375,210.94,618194.562,691.41,433891.031,398.44,330380.375,1335.94,329149.906,808.59,295150.469,878.91,259896.125
CAL_WIN,3018,41,D4,1,809.994,2203.005,119.0,-1747.0,2196.0,9.290,988.30,824.02,1746.09,0.416949,568099.875,1402230.875,4750273.000,9194909.000,5076057.000,1480934.000,503.91,1645484.125,304.69,705646.062,210.94,588087.187,691.41,427272.219,1335.94,327666.500,398.44,296124.750,808.59,279911.188,878.91,256833.406
CAL_WIN,3037,41,D4,1,798.505,2189.593,117.0,-1747.0,2196.0,9.234,1002.76,821.24,1746.09,0.419202,590010.687,1331333.375,4181567.000,8894769.000,5038351.000,1408664.375,503.91,1547705.500,304.69,623991.562,210.94,568175.250,691.41,412973.719,1335.94,325095.313,398.44,273326.688,597.66,257888.859,1007.81,250816.719
CAL_WIN,3056,41,D4,1,776.174,2194.052,115.0,-1747.0,2196.0,9.180,1009.53,817.27,1746.09,0.415015,590502.437,1249218.625,3832155.000,8500158.000,4890591.000,1336148.750,503.91,1439268.375,304.69,588091.062,210.94,558577.312,691.41,391675.125,1335.94,322956.000,398.44,262833.906,597.66,251003.250,1007.81,245032.484
CAL_WIN,3074,41,D4,1,768.440,2190.600,110.0,-1747.0,2196.0,9.134,998.57,816.25,1734.38,0.411879,567525.250,1242939.750,3970369.250,8046209.000,4662850.000,1290521.625,503.91,1322059.000,304.69,599509.750,210.94,567127.687,691.41,362726.719,1335.94,318258.000,398.44,270660.813,597.66,231198.812,128.91,227633.719
CAL_WIN,3093,41,D4,1,759.995,2204.699,105.0,-1747.0,2196.0,9.101,987.72,824.97,1746.09,0.422919,526163.625,1290930.750,4311991.500,7608429.000,4452267.500,1297455.500,503.91,1196514.000,304.69,660861.500,210.94,591943.937,691.41,325962.625,1335.94,309201.094,398.44,292468.125,996.09,214265.250,585.94,210125.594
CAL_WIN,3112,41,D4,1,753.602,2210.695,101.0,-1745.0,2196.0,9.088,980.51,839.46,1746.09,0.442377,474360.875,1342511.875,4752940.500,7174082.000,4276035.500,1351218.250,503.91,1060406.875,304.69,760054.875,210.94,637600.062,398.44,327583.094,1335.94,295750.188,691.41,281996.156,996.09,207183.734,585.94,204353.781
CAL_WIN,3130,41,D4,1,759.742,1979.304,97.0,-1803.0,1972.0,9.097,973.16,852.57,1769.53,0.459684,435894.063,1422482.000,5243618.500,6798780.500,4157620.000,1418646.625,503.91,912534.125,304.69,887457.875,210.94,694422.812,398.44,371090.250,1335.94,280761.844,691.41,233099.625,808.59,226950.125,1019.53,199891.125
CAL_WIN,3149,41,D4,1,778.720,1780.309,107.0,-1803.0,1735.0,9.129,963.24,859.74,1757.81,0.457385,421909.063,1546288.000,5746770.000,6555824.500,4049499.750,1478576.125,304.69,1023009.562,210.94,762790.625,503.91,751121.562,398.44,421806.406,1335.94,263136.063,808.59,253121.641,1019.53,210667.578,996.09,184882.453
CAL_WIN,3168,41,D4,1,809.833,1842.522,96.0,-1803.0,1802.0,9.179,949.45,862.34,1746.09,0.440972,428852.344,1701552.625,6317063.000,6428411.000,3950204.000,1534895.875,304.69,1163200.875,210.94,826699.812,503.91,576466.937,398.44,468351.969,808.59,266311.719,1335.94,243885.547,1019.53,230698.406,585.94,171081.297
CAL_WIN,3288,41,D4,1,882.397,2357.666,95.0,-2423.0,2160.0,9.240,924.78,858.16,1734.38,0.420262,472291.719,1966061.500,7161824.500,6481619.500,3924791.250,1595031.125,304.69,1292188.125,210.94,865339.812,398.44,490646.031,492.19,462878.875,515.62,406888.469,808.59,262675.688,1019.53,260629.562,1335.94,223995.469
CAL_WIN,3307,41,D4,1,954.468,2339.654,98.0,-2423.0,2160.0,9.306,893.56,856.34,1710.94,0.406339,557358.375,2429266.750,8460642.000,6697406.000,3993630.500,1730311.875,304.69,1368540.000,210.94,879173.375,386.72,538019.125,492.19,425163.813,515.62,352225.000,351.56,297634.563,1019.53,290973.125,808.59,241349.906
CAL_WIN,3326,41,D4,1,1010.905,2342.003,92.0,-2423.0,2247.0,9.375,880.90,869.11,1710.94,0.434715,638559.437,3033670.750,9861125.000,7236381.500,4203986.500,2033013.750,304.69,1365996.750,210.94,881644.375,386.72,541033.750,351.56,489337.594,492.19,369968.500,1019.53,314160.438,515.62,304317.750,152.34,285585.188
CAL_WIN,3344,41,D4,1,1076.073,2649.654,101.0,-2505.0,2538.0,9.449,881.48,884.54,1722.66,0.470659,717460.375,3615789.750,11212632.000,8042373.000,4566786.500,2412733.000,304.69,1258364.250,210.94,877168.500,187.50,788224.437,351.56,691988.000,152.34,383350.438,1019.53,325884.250,492.19,313665.250,539.06,298240.906
CAL_WIN,3363,41,D4,1,1144.009,2832.360,85.0,-2584.0,2748.0,9.526,882.30,893.40,1734.38,0.481246,789714.375,4082679.750,12392728.000,8951798.000,4910938.500,2744276.500,316.41,1087883.125,292.97,1085540.375,187.50,974919.625,210.94,899915.750,398.44,479350.469,152.34,468656.344,539.06,375907.594,1019.53,323344.656
CAL_WIN,3382,41,D4,1,1193.968,2958.474,83.0,-2893.0,2866.0,9.604,874.34,892.77,1722.66,0.469384,844405.687,4549777.000,13333654.000,9851529.000,5145113.500,2950998.000,328.12,1229849.750,187.50,1126498.750,292.97,1097094.625,210.94,975227.312,269.53,577844.062,398.44,488870.781,527.34,474592.563,1019.53,305451.063
CAL_WIN,3401,41,D4,1,1257.938,3009.799,75.0,-3091.0,2866.0,9.679,850.71,879.81,1699.22,0.425011,905448.562,5171840.500,14246650.000,10683075.000,5247683.000,3004342.500,328.12,1413125.500,187.50,1219190.375,292.97,1167879.500,210.94,1114987.250,269.53,709552.625,527.34,561365.187,398.44,539496.812,585.94,359202.594
CAL_WIN,3419,41,D4,1,1314.027,3033.748,68.0,-3091.0,2866.0,9.744,820.54,862.24,1640.63,0.370763,982255.125,5733003.000,15707344.000,11349515.000,5390648.500,3024350.250,328.12,1465626.375,292.97,1311454.625,210.94,1309374.250,187.50,1224451.500,375.00,804370.375,269.53,781044.062,398.44,630530.750,527.34,617322.312
