--- Terminal on COM3 | 921600 8-N-1
--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇÔÉÇ´┐¢´┐¢´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇÔÉÇ´┐¢´┐¢´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢ÔÉÇ´┐¢´┐¢ÔÉÇÔÉÇ´┐¢ÔÉÇ
Piano calibration (48kHz) - ENTER starts capture.
BUILD_TAG=cal_v7_shift12_logspec_autoshift

FS=48000 N=4096 HOP=256 rows/secÔëê187.50
Models JSON: /models.json
Noise JSON:  /noise.json

Commands:
  <ENTER>            start recording current key
  start <idx>        jump to key index (0..84)
  start <label>      jump to key label (e.g. start G#1)
  redo               redo last recorded key (overwrite in /models.json)
  redo prev          redo key before last recorded
  noise              record 10s silence -> /noise.json
  noise show         show if /noise.json exists
  help               show this help

NEXT: key_idx=0 label=A0 ÔÇö press ENTER to record (or type help)
OK: start at key_idx=41 label=D4

NEXT: key_idx=41 label=D4 ÔÇö press ENTER to record (or type help)
CAP_BEGIN {"type":"CAP_BEGIN","key_idx":41,"key":"D4","fs":48000,"n":4096,"hop":256,"ms":10500,"peaks":8,"fmin":20.0,"fmax":4000.0,"resp_ms_init":200,"settle_ms":200,"shift_right_init":12,"spec_total":"log10(power/N+1)"}
INSTRUCTIONS:
  - Keep room silent for 1s.
  - Then PRESS+HOLD when told (3 times), with releases in between.
  - After final press, let it ring (tail).
  - Do NOT touch other keys.

SILENCE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
RELEASE (1s)...
PRESS + HOLD (2s)...
CSV_BEGIN
type,t_ms,key_idx,key,cap_phase,rms_ac,ac_peak,zc,min,max,spec_total_log10,centroid_hz,bandwidth_hz,rolloff85_hz,flatness,band1_20_80,band2_80_200,band3_200_500,band4_500_1280,band5_1280_2500,band6_2500_4000,p1_hz,p1_mag,p2_hz,p2_mag,p3_hz,p3_mag,p4_hz,p4_mag,p5_hz,p5_mag,p6_hz,p6_mag,p7_hz,p7_mag,p8_hz,p8_mag
CAL_WIN,1595,41,D4,1,2601.645,14132.835,154.0,-13950.0,13181.0,9.607,927.04,917.15,1886.72,0.497388,1176215.000,3489103.500,13740992.000,10921146.000,7190379.500,3241385.250,234.37,1131273.250,281.25,1056894.875,515.62,612129.750,386.72,273303.156,691.41,268732.000,808.59,229848.250,996.09,190657.094,1324.22,170983.891
CAL_WIN,1613,41,D4,1,2723.150,14097.398,169.0,-13950.0,13181.0,10.024,930.91,916.87,1898.44,0.504969,1793543.875,5557510.000,22842586.000,17839302.000,11769216.000,5331077.000,234.37,1773742.125,515.62,1055774.000,386.72,495918.500,691.41,480802.500,796.87,419519.375,996.09,349649.406,1335.94,301767.906,878.91,252106.016
CAL_WIN,1632,41,D4,1,2772.383,14101.637,138.0,-13950.0,13181.0,10.320,934.80,918.68,1910.16,0.510993,2714918.000,7861042.500,32420782.000,25559652.000,16846440.000,7693988.500,246.09,2516986.250,515.62,1619660.375,386.72,763532.750,457.03,744881.750,691.41,739471.437,796.87,656188.125,996.09,532017.750,562.50,514582.156
CAL_WIN,1651,41,D4,1,2842.601,14069.288,173.0,-13950.0,13181.0,10.525,940.05,921.27,1921.88,0.511153,3749545.000,10006891.000,41004560.000,33174194.000,21652148.000,10042508.000,246.09,3184659.000,515.62,2240668.750,187.50,1842117.625,386.72,1035544.625,457.03,1016634.812,691.41,1012242.000,796.87,914391.500,996.09,705111.250
CAL_WIN,1670,41,D4,1,2901.815,14059.647,155.0,-13950.0,13181.0,10.658,948.09,925.31,1945.31,0.511328,4714997.500,11665550.000,47316744.000,39772984.000,25493032.000,12158588.000,246.09,3657011.750,515.62,2849754.000,187.50,2156934.000,386.72,1289957.625,691.41,1266171.125,457.03,1245769.625,796.87,1165651.500,1007.81,877974.375
CAL_WIN,1688,41,D4,1,2960.296,14048.216,130.0,-13950.0,13181.0,10.728,958.93,930.06,1980.47,0.518250,5446398.500,12601843.000,50441780.000,44555372.000,27924192.000,13765016.000,246.09,3878005.500,515.62,3376865.500,304.69,3334250.750,187.50,2311931.250,375.00,1507446.500,691.41,1469398.375,457.03,1414830.125,796.87,1382095.750
CAL_WIN,1707,41,D4,1,3009.197,14025.868,113.0,-13950.0,13181.0,10.744,972.81,935.34,2003.91,0.520100,5821199.000,12699920.000,49983616.000,47034088.000,28677862.000,14684559.000,234.37,3864914.000,515.62,3761262.000,304.69,3523398.250,199.22,2338600.250,375.00,1637345.625,691.41,1595341.625,796.87,1536183.250,457.03,1507723.625
CAL_WIN,1726,41,D4,1,3043.677,14045.379,121.0,-13950.0,13181.0,10.710,991.40,941.16,2015.63,0.517654,5779662.000,11982075.000,46121568.000,47017628.000,27890036.000,14873717.000,515.62,3960565.500,234.37,3588924.750,304.69,3572037.500,199.22,2341394.500,386.72,1693324.250,691.41,1628948.125,796.87,1604132.625,457.03,1501791.000
CAL_WIN,1745,41,D4,1,3076.985,14063.699,133.0,-13950.0,13181.0,10.632,1014.31,944.86,2050.78,0.528941,5323912.500,10604097.000,40184160.000,44925296.000,26248020.000,14333539.000,515.62,3961373.250,304.69,3496398.000,234.37,3057185.000,281.25,2316876.250,199.22,2269645.750,386.72,1676793.125,339.84,1587568.375,796.87,1574095.750
CAL_WIN,1763,41,D4,1,3101.224,14086.100,134.0,-13950.0,13181.0,10.522,1040.28,944.50,2062.50,0.537878,4520574.500,8851294.000,33743588.000,41106592.000,24525454.000,13184042.000,503.91,3855195.250,304.69,3330383.750,234.37,2371003.000,199.22,2137081.000,281.25,1929987.875,386.72,1593445.250,796.87,1450449.500,1019.53,1439947.000
CAL_WIN,1782,41,D4,1,3128.997,14104.199,131.0,-13950.0,13181.0,10.399,1073.33,940.80,2074.22,0.535603,3497960.500,7097109.500,27512136.000,36640960.000,22969712.000,11812969.000,503.91,3640659.250,304.69,3115302.500,199.22,1958111.625,222.66,1857603.750,281.25,1547652.125,1019.53,1449779.750,386.72,1448250.625,796.87,1248551.750
CAL_WIN,1801,41,D4,1,3160.956,14070.386,133.0,-13950.0,13181.0,10.290,1109.58,937.00,2085.94,0.542540,2430714.750,5832691.000,22375358.000,32561914.000,21568894.000,10565960.000,503.91,3346224.500,304.69,2901106.250,210.94,1984001.875,1019.53,1425287.875,386.72,1264156.625,796.87,1004297.562,691.41,926323.812,1207.03,924489.500
CAL_WIN,1819,41,D4,1,3190.571,14086.734,136.0,-13950.0,13181.0,10.211,1142.73,934.13,2097.66,0.540488,1543246.875,5070553.000,18537700.000,28920890.000,20370536.000,9489735.000,503.91,3023704.000,304.69,2727264.500,210.94,2246109.750,1019.53,1366407.625,386.72,1063055.500,1207.03,928907.500,1710.94,890046.125,796.87,760834.625
CAL_WIN,1838,41,D4,1,2825.293,14003.782,138.0,-13950.0,10335.0,10.154,1160.27,931.78,2121.09,0.526554,1113189.875,4610698.000,16174397.000,26115684.000,19169578.000,8584116.000,503.91,2725987.500,304.69,2630278.000,210.94,2267914.750,1019.53,1276419.500,398.44,977091.562,1207.03,899309.437,1710.94,886972.562,1312.50,672204.187
CAL_WIN,1857,41,D4,1,2374.916,10036.242,141.0,-7467.0,10107.0,10.105,1162.60,929.84,2132.81,0.523946,1203265.500,4153931.000,14823821.000,24678194.000,17956526.000,7940114.000,304.69,2558200.000,503.91,2486663.000,210.94,2172230.250,1019.53,1161676.250,398.44,980500.000,1195.31,895068.250,1710.94,836063.250,1312.50,698355.000
CAL_WIN,1876,41,D4,1,2194.365,7437.585,140.0,-7467.0,6218.0,10.061,1166.98,934.88,2179.69,0.528529,1397361.250,3686490.000,13638402.000,24191178.000,16794180.000,7664067.000,304.69,2450271.750,503.91,2363263.500,210.94,2081883.750,1007.81,1023114.562,398.44,941879.625,1195.31,889308.125,1710.94,774269.437,796.87,703724.750
CAL_WIN,1894,41,D4,1,2106.570,7403.969,145.0,-7467.0,6218.0,10.025,1178.93,943.82,2273.44,0.537918,1537449.125,3256174.000,12521460.000,24085056.000,15920096.000,7690007.000,503.91,2374460.500,304.69,2310886.250,210.94,2013784.375,1007.81,925025.625,398.44,912293.125,796.87,884451.312,1195.31,827613.250,1710.94,729359.937
CAL_WIN,1913,41,D4,1,2005.925,6291.397,141.0,-6304.0,6218.0,10.004,1192.51,954.55,2296.88,0.544681,1603682.500,3019175.000,11727936.000,23736452.000,15445725.000,7746563.500,503.91,2487740.250,304.69,2200676.250,210.94,1954629.875,796.87,1056821.750,398.44,888413.375,1007.81,776788.312,890.62,761372.937,1195.31,731077.312
CAL_WIN,1962,41,D4,1,1980.572,6288.776,145.0,-6304.0,5102.0,10.001,1203.80,967.38,2308.59,0.553919,1602131.375,2918297.500,11470757.000,23019150.000,15247130.000,7809212.500,503.91,2649989.750,304.69,2141141.000,210.94,1909431.875,796.87,1187452.625,398.44,873791.125,890.62,796459.187,1710.94,683491.062,1195.31,614718.312
CAL_WIN,1980,41,D4,1,1925.229,5822.813,136.0,-5781.0,4636.0,10.014,1197.37,976.27,2308.59,0.544817,1530870.875,2922953.250,12337262.000,22155068.000,15116147.000,7798578.500,503.91,2792438.250,304.69,2124065.250,210.94,1878017.125,796.87,1264678.250,398.44,880360.937,890.62,790629.062,691.41,707960.187,1710.94,645430.875
CAL_WIN,1999,41,D4,1,1872.229,5364.983,132.0,-5332.0,4636.0,10.032,1178.50,975.33,2285.16,0.534517,1402010.375,2952625.500,13839311.000,21621090.000,15383078.000,7695876.500,503.91,2845241.000,304.69,2079002.375,210.94,1861181.000,796.87,1280942.125,398.44,909392.187,691.41,764635.125,890.62,745222.125,1710.94,579951.250
CAL_WIN,2018,41,D4,1,1823.853,4740.842,122.0,-4701.0,4099.0,10.048,1151.20,966.36,2238.28,0.528525,1264309.250,2945775.250,15644044.000,21679276.000,15670864.000,7563444.500,503.91,2763155.000,304.69,1952046.750,210.94,1849812.875,796.87,1234332.500,398.44,956915.000,691.41,771465.562,890.62,661543.562,1722.66,538916.062
CAL_WIN,2037,41,D4,1,1778.674,4656.986,116.0,-4612.0,3714.0,10.053,1118.90,948.42,2179.69,0.521766,1156462.375,2969562.000,17217712.000,22352132.000,15700932.000,7334872.000,503.91,2535399.000,292.97,1874845.875,210.94,1837200.250,796.87,1134139.625,398.44,1014834.125,691.41,729460.875,890.62,553711.750,1722.66,531038.375
CAL_WIN,2055,41,D4,1,1758.319,4615.645,112.0,-4612.0,3695.0,10.045,1087.27,927.03,2085.94,0.514490,1047038.000,3091448.500,18245874.000,23117650.000,15297951.000,6980780.000,503.91,2186689.000,292.97,1866127.000,210.94,1823943.750,316.41,1653716.000,398.44,1068272.125,796.87,998581.750,679.69,746170.500,1019.53,525513.937
CAL_WIN,2074,41,D4,1,1733.575,4608.141,114.0,-4612.0,3695.0,10.024,1063.95,909.77,2039.06,0.506420,934225.062,3222310.250,18518722.000,23391202.000,14519873.000,6578162.500,515.62,2022382.000,292.97,1852285.375,210.94,1804921.750,316.41,1731601.500,398.44,1104741.000,796.87,849856.875,679.69,747858.875,1019.53,643580.187
CAL_WIN,2093,41,D4,1,1728.511,4569.528,113.0,-4612.0,3695.0,9.992,1051.80,898.87,2015.63,0.514656,833495.812,3405068.250,18082672.000,22831048.000,13709566.000,6161929.500,292.97,1861676.625,210.94,1783363.000,515.62,1773808.875,316.41,1732955.750,480.47,1180659.875,398.44,1122825.500,1019.53,760803.187,679.69,727861.000
CAL_WIN,2111,41,D4,1,1713.501,4574.831,115.0,-4612.0,3695.0,9.954,1042.36,891.70,1980.47,0.514373,756166.937,3516520.250,17758246.000,21553094.000,12963597.000,5696074.500,292.97,1917111.875,210.94,1753857.750,316.41,1663492.000,515.62,1451651.125,480.47,1152929.250,398.44,1121657.125,1019.53,861845.625,679.69,687328.937
CAL_WIN,2130,41,D4,1,1685.848,4599.970,124.0,-4612.0,3695.0,9.914,1038.82,889.48,1957.03,0.511905,710806.562,3587672.750,17111426.000,19793212.000,12280077.000,5211742.500,292.97,2012423.375,210.94,1725681.000,316.41,1529598.500,398.44,1103837.250,515.62,1081629.250,480.47,1035077.812,1019.53,935521.187,679.69,633231.312
CAL_WIN,2149,41,D4,1,1663.299,4600.949,119.0,-4612.0,3695.0,9.879,1043.01,894.56,1992.19,0.509474,691876.687,3590392.500,16137086.000,17909926.000,11541679.000,4847320.000,292.97,2116890.000,210.94,1702991.000,398.44,1069375.250,1019.53,981460.437,480.47,851253.250,503.91,743899.125,527.34,737844.562,1207.03,673297.125
CAL_WIN,2167,41,D4,1,1623.995,4647.076,113.0,-4612.0,3663.0,9.851,1053.69,903.25,2027.34,0.503231,747865.187,3532347.500,14891177.000,16151170.000,10873269.000,4595573.000,292.97,2204222.000,210.94,1692902.250,398.44,1024615.125,1019.53,1005415.812,503.91,779162.500,1207.03,715768.875,527.34,530172.875,679.69,525943.187
CAL_WIN,2186,41,D4,1,1576.089,4652.870,112.0,-4612.0,3663.0,9.830,1066.53,912.14,2062.50,0.496387,875527.937,3460095.000,13637088.000,14710554.000,10335318.000,4443995.000,292.97,2244958.500,210.94,1687549.000,1019.53,1011842.437,398.44,981003.187,503.91,820145.625,1207.03,738198.687,796.87,506283.906,679.69,486333.625
CAL_WIN,2205,41,D4,1,1517.391,4127.581,111.0,-4085.0,3663.0,9.813,1078.16,922.13,2097.66,0.501209,1006525.250,3482019.250,12557392.000,14150982.000,9926349.000,4476259.500,292.97,2252089.250,210.94,1678863.875,1019.53,1009048.375,398.44,944445.812,503.91,854275.750,1207.03,745632.375,796.87,531078.000,679.69,452202.969
CAL_WIN,2223,41,D4,1,1467.846,3617.474,106.0,-3047.0,3663.0,9.799,1078.77,927.52,2144.53,0.508680,1099520.500,3629107.000,11827251.000,14364532.000,9478310.000,4572391.000,292.97,2226308.750,210.94,1658573.500,1019.53,1007214.250,398.44,915799.062,503.91,890246.250,1207.03,741281.437,796.87,552012.750,585.94,480104.125
CAL_WIN,2242,41,D4,1,1420.129,3658.756,103.0,-3044.0,3663.0,9.786,1075.27,930.38,2156.25,0.510094,1136084.750,3747550.000,11290337.000,14696815.000,8953240.000,4638692.500,292.97,2196791.000,210.94,1622998.625,1019.53,1009572.562,503.91,929134.937,386.72,895123.312,1207.03,730685.500,796.87,568480.500,585.94,483596.375
CAL_WIN,2261,41,D4,1,1382.838,3679.094,102.0,-3044.0,3663.0,9.772,1068.59,930.61,2156.25,0.508132,1113290.000,3790446.500,10920693.000,14828482.000,8383152.500,4632582.500,292.97,2150879.750,210.94,1573593.125,1019.53,1014079.437,503.91,951486.437,386.72,887648.000,1207.03,717573.625,796.87,580019.625,585.94,454102.344
CAL_WIN,2280,41,D4,1,1342.200,3714.880,95.0,-3044.0,3663.0,9.756,1057.74,926.44,2132.81,0.485935,1028287.500,3750698.000,10692309.000,14655732.000,7821744.000,4502586.000,292.97,2100863.750,210.94,1533473.375,1019.53,1015983.937,503.91,947644.875,386.72,872780.812,1207.03,700424.812,796.87,586111.250,585.94,411721.375
CAL_WIN,2298,41,D4,1,1325.473,3686.088,96.0,-3044.0,3663.0,9.737,1045.49,917.95,2062.50,0.481997,895489.312,3667682.250,10545380.000,14323898.000,7465123.000,4287193.500,292.97,2037569.125,210.94,1482479.000,1019.53,1008608.312,503.91,919411.562,386.72,856781.937,1207.03,678714.187,796.87,580197.562,585.94,365890.344
CAL_WIN,2317,41,D4,1,1293.566,3700.785,95.0,-3044.0,3663.0,9.715,1036.83,906.15,2003.91,0.468735,759173.562,3539791.250,10281345.000,13805634.000,7366127.000,3994462.250,292.97,1983236.750,199.22,1451508.625,1019.53,987802.687,503.91,868560.312,386.72,828539.687,1207.03,649936.625,796.87,555507.187,574.22,342295.469
CAL_WIN,2336,41,D4,1,1282.191,3046.042,107.0,-3044.0,3036.0,9.688,1029.22,893.78,1957.03,0.455158,705140.000,3428817.750,9957710.000,13219504.000,7411220.000,3663747.250,292.97,1925981.875,199.22,1423492.625,1019.53,952828.062,386.72,807750.375,503.91,803131.812,1207.03,613824.562,796.87,512209.656,574.22,328024.656
CAL_WIN,2354,41,D4,1,1267.581,3067.691,100.0,-3044.0,3036.0,9.659,1018.68,881.02,1933.59,0.451717,703149.437,3449607.250,9673615.000,12720040.000,7581677.000,3313383.250,292.97,1879314.000,199.22,1382612.125,1019.53,902065.812,515.62,850671.562,386.72,786481.250,1207.03,572151.437,796.87,453092.563,1324.22,334908.531
CAL_WIN,2373,41,D4,1,1244.654,3066.601,107.0,-3044.0,3036.0,9.630,1007.91,867.27,1921.88,0.447941,725648.875,3461413.750,9414078.000,12217271.000,7802450.000,2951908.000,292.97,1831241.000,199.22,1339218.375,515.62,918584.750,1019.53,838830.250,386.72,774795.187,1207.03,525223.437,796.87,384218.656,1324.22,357922.594
CAL_WIN,2392,41,D4,1,1225.869,3100.133,113.0,-3044.0,3036.0,9.608,998.65,854.04,1910.16,0.431732,717560.000,3389986.250,9201429.000,11665047.000,7952509.500,2613995.500,292.97,1788162.125,199.22,1289085.125,515.62,999275.500,1019.53,766396.812,386.72,754931.500,1207.03,474136.281,1324.22,378335.813,703.12,316568.469
