----- BEGIN /raw_seg_silence_15s_10798.csv (430635 bytes) -----
#BEGIN {"ver":4,"type":"segment","mode":"silence","key":"-","rep":0,"fs_hz":48000,"hop":256,"n_fft":1024,"fmin":50.0,"fmax":3500.0,"pre_ms":60,"lead_ms":150,"post_ms":400,"stored_pre_ms":210,"ms_per_frame":5.33333,"t_ms":10798}
ms_from_event,rms,flux,centroid_hz,spread_hz,rolloff85_hz,flatness,zcr,band0,band1,band2,band3,band4,band5,peak_hz,peak_mag,peak_ratio,low_dom
9957,0.000076,0.196123,1326.94,1065.09,2765.62,0.692021,0.207843,-1.688849,-0.645595,0.931318,0.364416,0.120801,0.917908,328.12,0.032317,10.0497,0.1562
9963,0.000085,0.189986,1180.57,1030.02,2718.75,0.626150,0.160784,-1.638883,-0.416220,1.020108,0.218432,0.195525,0.621038,375.00,0.034406,9.9715,0.1922
9968,0.000075,0.198154,1146.67,1016.68,2531.25,0.648701,0.168627,-1.207063,-0.533891,0.988320,0.148890,0.130870,0.472874,375.00,0.043286,11.7722,0.2364
9973,0.000100,0.139844,1159.08,1049.56,2625.00,0.620952,0.156863,-0.891056,-0.586667,0.962178,0.011387,0.030962,0.473198,375.00,0.043317,11.8253,0.2707
9979,0.000079,0.266958,1056.85,1018.25,2437.50,0.562719,0.141176,-1.382608,0.226291,1.081807,-0.316667,-0.003452,0.394629,328.12,0.047441,12.3610,0.3157
9984,0.000075,0.241731,1045.57,998.84,2390.62,0.599791,0.149020,-1.407218,0.213445,1.061827,-0.115880,-0.113893,0.361719,375.00,0.043231,10.1054,0.3272
9989,0.000086,0.114426,1039.26,1001.22,2390.62,0.564402,0.172549,-0.825543,-0.137445,0.970725,-0.225875,-0.045809,0.263946,375.00,0.043015,11.1609,0.3565
9995,0.000084,0.230908,1111.40,1027.38,2578.12,0.602785,0.196078,-0.871782,-0.281784,0.829921,-0.016712,-0.037754,0.378110,328.12,0.042296,11.2829,0.3215
10000,0.000076,0.140235,1171.82,1060.05,2671.88,0.612837,0.164706,-0.655725,-0.359073,0.771856,-0.101630,-0.167235,0.511806,328.12,0.039719,11.2222,0.3363
10005,0.000078,0.175745,1124.90,1030.68,2531.25,0.580948,0.211765,-0.954488,-0.141865,1.032373,-0.364950,-0.088332,0.517260,375.00,0.042439,12.2423,0.3181
10011,0.000064,0.132435,1121.95,1004.52,2437.50,0.602363,0.235294,-1.215098,-0.445045,1.113629,-0.049582,0.036534,0.559564,375.00,0.044762,14.1724,0.2445
10016,0.000084,0.174830,1185.60,1016.30,2625.00,0.588764,0.227451,-1.615196,-0.536989,1.152028,-0.076715,0.428491,0.648380,375.00,0.040010,13.4272,0.1660
10021,0.000066,0.214716,1166.61,1030.92,2718.75,0.610194,0.258824,-1.902891,-0.120265,1.133346,0.071970,0.242516,0.575325,375.00,0.038350,11.7561,0.1946
10027,0.000088,0.218255,1167.97,1046.46,2625.00,0.597904,0.172549,-2.127002,-0.145341,1.271327,0.201117,0.080554,0.719347,375.00,0.038905,11.9217,0.1771
10032,0.000079,0.166413,1039.18,982.02,2390.62,0.537948,0.188235,-1.441882,-0.274852,1.216013,0.180517,-0.106577,0.426780,375.00,0.043841,13.1833,0.2653
10037,0.000069,0.208285,948.05,959.77,2250.00,0.500798,0.243137,-1.074903,0.037107,1.134447,0.071334,-0.348555,0.180572,375.00,0.040782,11.4294,0.3930
10043,0.000088,0.192145,1082.61,1042.50,2578.12,0.539281,0.200000,-1.314396,0.044077,1.068127,0.127249,-0.312608,0.387550,375.00,0.032315,10.7132,0.3379
10048,0.000089,0.305294,1118.92,1069.13,2578.12,0.569771,0.121569,-1.488617,0.142263,1.121006,-0.034067,-0.252877,0.512290,375.00,0.036225,9.7344,0.3094
10053,0.000091,0.223188,1061.26,1017.07,2531.25,0.566216,0.164706,-0.977895,-0.188947,1.061203,-0.220325,-0.067462,0.393428,375.00,0.046230,12.1370,0.3216
10059,0.000084,0.141843,1123.23,1018.39,2578.12,0.582223,0.125490,-1.399256,-0.322216,1.148288,-0.276570,0.320469,0.529285,375.00,0.047309,12.6103,0.2166
10064,0.000092,0.207532,1186.67,1062.58,2765.62,0.615481,0.176471,-1.706393,-0.025609,1.080684,-0.237654,0.297144,0.591826,328.12,0.049621,12.5583,0.2124
10069,0.000085,0.133946,1098.73,1035.18,2484.38,0.538229,0.152941,-1.036085,-0.152784,1.105378,-0.520452,0.091326,0.512619,375.00,0.045969,13.1275,0.2898
10075,0.000088,0.155108,1033.18,1014.52,2390.62,0.550439,0.164706,-0.820176,-0.062080,1.112073,-0.502028,-0.036528,0.308737,328.12,0.048136,14.4922,0.3596
10080,0.000080,0.230358,1104.79,1042.98,2531.25,0.590252,0.203922,-1.221143,0.275417,1.063615,-0.538919,-0.028422,0.449454,328.12,0.050747,14.0564,0.3355
10085,0.000077,0.245696,1100.89,1036.07,2531.25,0.576577,0.200000,-0.916862,-0.001907,0.968897,-0.281986,-0.264448,0.496307,328.12,0.041468,10.9945,0.3600
10091,0.000065,0.152025,1064.15,1000.08,2437.50,0.557019,0.243137,-0.651129,-0.038864,0.890888,-0.387924,-0.190298,0.377326,375.00,0.043410,12.0468,0.3921
10096,0.000079,0.215949,1140.79,1059.50,2671.88,0.602376,0.149020,-0.622849,-0.105464,0.767239,-0.200656,-0.234221,0.395949,421.88,0.030628,9.2398,0.3905
10101,0.000083,0.215117,1143.76,1068.67,2718.75,0.635178,0.227451,-0.957391,0.033378,0.900884,-0.173435,-0.225599,0.422162,375.00,0.033567,9.6746,0.3635
10107,0.000089,0.208416,1094.04,1043.76,2578.12,0.591224,0.215686,-0.889740,-0.114951,0.985499,-0.168860,-0.213570,0.401622,328.12,0.041101,11.2100,0.3552
10112,0.000074,0.172085,1166.30,1088.11,2718.75,0.623270,0.235294,-0.837157,-0.180732,0.842800,0.004455,-0.269035,0.439670,328.12,0.040101,11.6544,0.3557
10117,0.000091,0.209283,1042.22,1010.71,2437.50,0.596820,0.172549,-0.724758,0.000530,0.802419,-0.045843,-0.242997,0.210648,328.12,0.042312,11.0447,0.4144
10123,0.000082,0.155718,1021.34,985.53,2390.62,0.582348,0.203922,-0.695640,-0.206107,0.934356,-0.089429,-0.177382,0.234201,375.00,0.045031,11.7551,0.3824
10128,0.000088,0.157551,1137.80,1048.23,2578.12,0.576255,0.160784,-0.903303,-0.462215,1.053638,-0.159230,-0.100698,0.571809,375.00,0.049541,13.4351,0.2853
10133,0.000091,0.170071,1094.49,1016.24,2437.50,0.591577,0.149020,-1.137133,-0.201469,1.027947,-0.078939,-0.091273,0.480867,375.00,0.045282,12.3269,0.2965
10139,0.000080,0.154484,1086.48,1030.95,2578.12,0.581582,0.211765,-0.956200,-0.221931,1.012237,-0.171343,-0.061768,0.399007,375.00,0.047958,13.4162,0.3191
10144,0.000094,0.192312,1020.18,1002.86,2484.38,0.543292,0.156863,-0.953889,-0.128393,1.055851,-0.149447,-0.055263,0.231141,375.00,0.050527,13.2752,0.3477
10149,0.000089,0.157963,1077.00,1040.73,2625.00,0.573311,0.164706,-0.859047,-0.006098,0.979659,-0.285868,-0.153933,0.325288,375.00,0.048129,12.6470,0.3733
10155,0.000077,0.248987,1022.74,1030.31,2625.00,0.527748,0.164706,-1.111273,0.201561,1.056754,-0.041182,-0.434345,0.328486,375.00,0.046612,10.5862,0.4008
10160,0.000092,0.151316,1143.16,1082.07,2671.88,0.605788,0.164706,-1.038301,-0.032133,1.013170,-0.204418,-0.246092,0.507776,375.00,0.049358,13.0198,0.3394
10165,0.000081,0.164504,1032.47,1023.52,2437.50,0.542906,0.196078,-0.570561,-0.020404,1.047958,-0.610230,-0.187252,0.340488,375.00,0.048115,13.6299,0.4080
10171,0.000072,0.145262,967.91,947.71,2203.12,0.499063,0.282353,-0.542709,-0.023039,0.938700,-0.478092,-0.057837,0.162976,375.00,0.046511,13.1308,0.4169
10176,0.000089,0.157978,1083.47,1022.11,2437.50,0.569281,0.137255,-0.945114,0.039931,0.889763,-0.285821,-0.039421,0.340663,375.00,0.041927,12.9403,0.3536
10181,0.000081,0.301561,1054.95,984.57,2390.62,0.583730,0.184314,-1.203322,-0.021301,0.993112,-0.163970,0.119869,0.275612,375.00,0.040566,10.9427,0.3079
10187,0.000057,0.162888,1137.24,1013.30,2484.38,0.611205,0.317647,-1.259768,-0.334968,1.027755,-0.007089,0.155763,0.418307,375.00,0.039875,10.7644,0.2527
10192,0.000077,0.181872,1225.22,1050.00,2625.00,0.662578,0.164706,-0.885855,-0.315332,0.750475,-0.074085,0.024586,0.500212,328.12,0.027541,8.1842,0.2967
10197,0.000063,0.204067,1235.67,1059.75,2671.88,0.642298,0.274510,-1.174380,-0.069274,0.819757,-0.134176,-0.071395,0.629468,328.12,0.026983,7.9586,0.2889
10203,0.000072,0.228296,1241.96,1059.00,2671.88,0.663543,0.149020,-1.249537,-0.330806,0.924209,-0.002714,0.034362,0.624487,375.00,0.032337,9.4787,0.2461
10208,0.000085,0.165923,1418.00,1115.13,2906.25,0.665922,0.172549,-1.873343,-0.442240,0.993324,0.119434,0.214648,0.988178,375.00,0.032581,10.1120,0.1469
10213,0.000079,0.279838,1241.77,1086.05,2718.75,0.637127,0.180392,-1.670608,-0.078195,1.055995,-0.049057,0.028279,0.713585,328.12,0.039195,10.8238,0.2235
10219,0.000074,0.135191,1190.60,1061.46,2718.75,0.595750,0.278431,-2.288329,-0.173739,1.323921,0.190961,0.125426,0.821759,328.12,0.041779,12.0124,0.1539
10224,0.000065,0.188721,1192.24,1054.35,2718.75,0.599474,0.266667,-2.103450,-0.374042,1.286575,0.314289,0.105115,0.771513,375.00,0.039552,11.7073,0.1575
10229,0.000076,0.180055,1268.63,1043.96,2531.25,0.657713,0.211765,-1.584882,-0.465536,0.967574,0.165456,0.175967,0.741421,375.00,0.033884,11.1671,0.1848
10235,0.000074,0.249029,1192.09,1026.09,2578.12,0.624033,0.207843,-1.214230,-0.549495,0.898767,0.115956,0.201958,0.547044,375.00,0.036271,11.5099,0.2216
10240,0.000084,0.169911,1125.44,1020.76,2718.75,0.590940,0.188235,-1.028408,-0.490467,0.986386,-0.006568,0.085289,0.453766,375.00,0.039139,12.5466,0.2633
10245,0.000066,0.243609,1130.00,1019.67,2625.00,0.610806,0.290196,-1.569913,-0.081443,1.043866,0.059452,0.024058,0.523979,328.12,0.040370,11.5528,0.2498
10251,0.000069,0.171464,1213.30,1058.21,2625.00,0.661016,0.227451,-1.623562,-0.149032,1.002439,0.174245,-0.044856,0.640767,328.12,0.033159,9.5710,0.2343
10256,0.000075,0.165946,1239.15,1062.35,2578.12,0.626538,0.207843,-1.704935,-0.350627,1.099730,0.143512,0.109342,0.702978,375.00,0.036798,12.1635,0.1925
10261,0.000071,0.212057,1259.48,1077.84,2765.62,0.655033,0.227451,-1.802399,-0.669337,1.179968,0.251619,0.238770,0.801379,375.00,0.038982,11.8219,0.1473
10267,0.000070,0.131408,1305.49,1068.26,2718.75,0.656697,0.207843,-1.776449,-0.706137,1.107427,0.095962,0.418613,0.860583,375.00,0.036324,11.2326,0.1323
10272,0.000088,0.199606,1247.02,1006.10,2578.12,0.653096,0.125490,-1.871173,-0.283414,1.063204,-0.090425,0.415290,0.766518,328.12,0.033223,10.5499,0.1587
10277,0.000088,0.209312,1064.54,971.56,2390.62,0.557740,0.133333,-1.484477,-0.320826,1.308179,-0.204028,0.179430,0.521724,375.00,0.043782,14.4346,0.2221
10283,0.000075,0.239972,1047.27,988.16,2343.75,0.533718,0.172549,-1.318074,-0.358558,1.282555,-0.161840,0.058019,0.497899,375.00,0.049194,14.3703,0.2467
10288,0.000088,0.194064,1099.72,1006.70,2531.25,0.604947,0.223529,-1.448047,-0.320324,1.133101,0.206661,-0.023859,0.452469,375.00,0.047108,12.7507,0.2500
10293,0.000071,0.151268,1083.93,1024.77,2625.00,0.576377,0.243137,-1.254521,0.015399,1.058897,-0.084051,-0.131492,0.395767,375.00,0.043567,11.3419,0.3205
10299,0.000070,0.112371,1161.84,1064.75,2671.88,0.600711,0.180392,-1.368955,-0.150529,1.143158,-0.072685,-0.187855,0.636865,375.00,0.039813,12.1765,0.2720
10304,0.000092,0.161556,1169.01,1029.93,2578.12,0.609876,0.164706,-1.412707,-0.481575,1.203604,-0.014208,0.069711,0.635175,375.00,0.039937,14.0767,0.2142
10309,0.000090,0.315572,1027.49,958.66,2343.75,0.525911,0.133333,-1.421408,0.035566,1.158896,-0.140640,0.141648,0.225936,375.00,0.042246,11.3783,0.2939
10315,0.000080,0.268397,1156.38,1044.91,2484.38,0.560440,0.152941,-1.284756,-0.018841,0.914580,-0.139958,0.112603,0.416372,328.12,0.047494,11.3457,0.2857
10320,0.000066,0.176101,1201.06,1068.72,2718.75,0.607342,0.266667,-0.963086,-0.265012,0.874586,-0.247406,0.064312,0.536605,375.00,0.042039,11.0837,0.2861
10325,0.000078,0.153393,1224.95,1077.04,2765.62,0.591680,0.227451,-1.308406,-0.335963,1.035812,-0.152367,0.092695,0.668227,375.00,0.040270,11.9061,0.2310
10331,0.000082,0.189886,1358.14,1118.97,2859.38,0.637680,0.164706,-1.475245,-0.565991,0.919926,0.219240,0.065524,0.836545,375.00,0.033983,10.2391,0.1867
10336,0.000092,0.280573,1242.34,1068.32,2625.00,0.630448,0.156863,-1.199406,-0.569016,1.044312,-0.097202,0.125288,0.696025,375.00,0.043425,11.2975,0.2150
10341,0.000080,0.178066,1078.04,1009.92,2437.50,0.539090,0.149020,-0.851445,-0.325763,0.969241,-0.094823,-0.006024,0.308813,375.00,0.050507,13.0366,0.3230
10347,0.000088,0.157601,1016.88,1002.12,2437.50,0.537183,0.145098,-0.708301,-0.204258,0.994617,0.003188,-0.276391,0.191145,375.00,0.048754,13.2422,0.3980
10352,0.000083,0.229786,1025.33,998.33,2390.62,0.567314,0.109804,-1.035009,-0.062456,1.064967,-0.137383,-0.106848,0.276729,328.12,0.043893,12.1788,0.3467
10357,0.000086,0.173053,1130.37,1070.62,2578.12,0.550981,0.196078,-1.301086,-0.198974,1.173105,-0.207315,0.009065,0.525206,375.00,0.047542,13.4181,0.2656
10363,0.000074,0.151654,1121.64,1030.07,2484.38,0.590273,0.254902,-1.082177,-0.286351,1.057688,-0.309988,0.114637,0.506190,375.00,0.048716,13.8934,0.2700
10368,0.000080,0.146594,1177.60,1036.30,2578.12,0.623749,0.223529,-1.137066,-0.527693,1.021394,-0.169762,0.188166,0.624962,375.00,0.043476,12.9116,0.2246
10373,0.000070,0.217969,1166.72,1053.50,2671.88,0.638265,0.250980,-1.105839,-0.031345,0.924515,-0.260780,0.027572,0.445877,328.12,0.035216,9.9787,0.3089
10379,0.000060,0.153645,1042.60,1002.49,2531.25,0.579904,0.313726,-0.902437,0.058653,0.848964,-0.031138,-0.151744,0.177702,375.00,0.030970,9.0727,0.3930
10384,0.000081,0.158698,1102.34,999.97,2578.12,0.612568,0.200000,-0.940032,-0.278952,0.748444,0.317365,-0.205981,0.359157,375.00,0.032287,10.1511,0.3349
10389,0.000091,0.160143,1137.62,1020.32,2625.00,0.606745,0.141176,-1.627487,-0.266445,1.106851,0.154770,0.005872,0.626439,375.00,0.035683,12.3938,0.2204
10395,0.000079,0.272717,1107.50,1046.58,2625.00,0.585264,0.207843,-1.049044,-0.064379,0.997798,-0.396124,0.085898,0.425850,375.00,0.043147,12.1746,0.3073
10400,0.000067,0.188076,1098.06,1022.16,2531.25,0.618509,0.290196,-1.126179,-0.208739,0.988014,-0.037767,0.070587,0.314085,375.00,0.043124,10.7317,0.2974
10405,0.000094,0.122689,1193.62,1030.09,2671.88,0.619364,0.160784,-1.329155,-0.608674,0.964972,0.351906,0.087565,0.533385,328.12,0.031881,9.5986,0.2177
10411,0.000069,0.308763,1082.63,981.34,2390.62,0.593147,0.254902,-1.348093,0.018150,1.036435,-0.197403,0.168621,0.322291,328.12,0.041169,10.5388,0.2869
10416,0.000067,0.169823,1156.58,1048.17,2531.25,0.593939,0.258824,-1.185711,0.022339,1.005638,-0.431077,0.108209,0.480603,375.00,0.042692,11.0838,0.2940
10421,0.000079,0.149341,1231.73,1082.22,2578.12,0.617451,0.235294,-0.515898,-0.187984,0.710237,-0.596596,0.032497,0.557743,375.00,0.036272,11.3501,0.3437
10427,0.000071,0.223192,1168.46,1108.38,2765.62,0.622502,0.219608,-0.792037,0.053662,0.817899,-0.331921,-0.233193,0.485591,375.00,0.036110,10.6345,0.3786
10432,0.000082,0.158539,1204.72,1093.25,2718.75,0.627938,0.156863,-0.824829,-0.259376,0.900892,-0.413562,0.015550,0.581326,375.00,0.039086,12.0023,0.3014
10437,0.000065,0.170530,1152.73,1058.98,2625.00,0.588137,0.337255,-0.916042,-0.208025,0.950755,-0.362338,0.025547,0.510101,375.00,0.041724,12.4703,0.3037
10443,0.000081,0.228348,1105.95,1041.33,2578.12,0.579950,0.196078,-0.836340,0.016264,0.834837,-0.192271,-0.136776,0.314287,421.88,0.027337,7.5188,0.3778
10448,0.000068,0.206256,1194.40,1033.67,2625.00,0.640672,0.215686,-1.128122,-0.078543,0.807256,-0.222367,0.162631,0.459144,328.12,0.027024,7.9455,0.2861
10453,0.000086,0.224254,1200.98,1060.00,2625.00,0.589196,0.152941,-1.229942,-0.013926,0.960941,-0.454292,0.115702,0.621518,375.00,0.036957,10.6372,0.2708
10459,0.000075,0.185206,1057.79,1015.57,2437.50,0.527709,0.247059,-0.843769,0.002770,0.978605,-0.203949,-0.310418,0.376761,375.00,0.042398,12.8376,0.3885
10464,0.000089,0.199509,1062.43,1001.78,2437.50,0.569394,0.164706,-1.153375,-0.154559,1.059621,0.197911,-0.349559,0.399960,375.00,0.045975,12.5715,0.3364
10469,0.000082,0.220616,1028.30,963.97,2203.12,0.560134,0.172549,-1.348687,0.018790,1.092919,-0.081804,-0.029006,0.347790,375.00,0.040754,11.2835,0.3048
10475,0.000085,0.162523,1091.66,985.54,2390.62,0.562277,0.172549,-1.146408,-0.168338,1.001362,-0.086179,-0.057991,0.457554,375.00,0.043461,11.4860,0.2979
10480,0.000084,0.182233,1075.34,1043.88,2578.12,0.581727,0.180392,-0.957167,0.119408,1.026261,-0.332640,-0.214838,0.358974,375.00,0.045104,11.4218,0.3797
10485,0.000059,0.162703,1172.39,1079.76,2718.75,0.583640,0.313726,-1.269914,-0.146679,1.151682,-0.171892,-0.173507,0.610311,375.00,0.044443,12.0281,0.2836
10491,0.000067,0.161004,1178.38,1079.38,2718.75,0.611985,0.282353,-0.788244,-0.226066,0.866165,-0.177105,-0.216534,0.541783,375.00,0.033527,9.8359,0.3385
10496,0.000081,0.134336,1225.27,1057.24,2718.75,0.640798,0.243137,-0.863378,-0.179123,0.722017,-0.250655,-0.005998,0.577139,375.00,0.026944,8.9503,0.3086
10501,0.000066,0.286935,1104.45,1005.53,2484.38,0.594346,0.219608,-1.272967,-0.249717,0.993570,0.085920,0.021299,0.421895,375.00,0.032842,9.8324,0.2723
10507,0.000091,0.189684,1125.18,993.27,2437.50,0.649818,0.152941,-1.208604,-0.222181,0.856281,0.119065,0.074247,0.381194,328.12,0.034526,9.9284,0.2803
10512,0.000070,0.201735,1104.63,1007.28,2390.62,0.628925,0.243137,-1.154470,0.017044,0.867277,-0.074889,-0.022383,0.367422,375.00,0.034902,9.2126,0.3227
10517,0.000093,0.192042,1107.78,1051.21,2625.00,0.638049,0.156863,-0.890840,0.168528,0.837870,-0.249991,-0.252363,0.386797,375.00,0.038553,9.3320,0.3945
10523,0.000080,0.196778,1207.47,1107.94,2859.38,0.594241,0.211765,-0.957141,-0.347287,0.961037,-0.110939,-0.128600,0.582932,375.00,0.047643,12.5336,0.2933
10528,0.000090,0.183413,1185.98,1092.29,2765.62,0.581997,0.125490,-1.339877,-0.171946,1.140085,-0.223895,-0.050052,0.645686,375.00,0.049515,13.0238,0.2585
10533,0.000083,0.105998,1202.33,1058.71,2671.88,0.572285,0.172549,-2.004384,-0.181068,1.307182,-0.031321,0.056612,0.852980,375.00,0.048214,13.9273,0.1754
10539,0.000078,0.225683,1180.02,1057.62,2578.12,0.566590,0.180392,-1.762654,-0.003897,1.241714,-0.164023,-0.169705,0.858566,375.00,0.044842,11.8401,0.2266
10544,0.000083,0.153465,1180.59,1074.95,2625.00,0.589276,0.188235,-1.316833,-0.221827,1.023620,0.136477,-0.288414,0.666977,375.00,0.040389,11.4132,0.2772
10549,0.000069,0.177658,1170.13,1085.18,2718.75,0.599489,0.243137,-1.305822,-0.420649,1.137038,0.127176,-0.162428,0.624685,375.00,0.044860,13.0161,0.2508
10555,0.000081,0.128530,1045.62,1009.23,2437.50,0.568704,0.192157,-1.072045,-0.168952,1.114372,-0.115432,-0.128659,0.370715,375.00,0.044186,13.5408,0.3227
10560,0.000077,0.152634,1026.37,944.17,2343.75,0.580267,0.196078,-1.309900,-0.107936,1.122629,-0.086202,0.073363,0.308046,375.00,0.040735,13.3960,0.2891
10565,0.000089,0.227062,1150.19,997.17,2484.38,0.602891,0.141176,-2.454372,-0.033746,1.291517,-0.073228,0.514416,0.755412,375.00,0.041685,12.1385,0.1325
10571,0.000088,0.169872,1163.08,1036.72,2484.38,0.600104,0.129412,-2.194939,-0.096926,1.262275,0.028033,0.238750,0.762806,375.00,0.046232,12.4094,0.1616
10576,0.000083,0.158932,1095.71,1032.19,2531.25,0.564570,0.180392,-1.306228,-0.346695,1.157585,0.156526,-0.107414,0.446225,375.00,0.045086,12.4209,0.2698
10581,0.000075,0.277342,1070.89,1016.67,2484.38,0.574822,0.211765,-1.275623,0.187180,1.007913,0.048656,-0.331881,0.363755,328.12,0.043715,11.0077,0.3635
10587,0.000082,0.234348,1155.06,1004.54,2531.25,0.654775,0.168627,-1.516205,-0.083479,0.940893,0.320249,-0.095373,0.433915,328.12,0.032439,8.2707,0.2751
10592,0.000094,0.215300,1090.75,972.06,2390.62,0.609042,0.152941,-1.863270,-0.350475,1.165134,0.415693,0.210188,0.422731,328.12,0.038372,10.0933,0.1941
10597,0.000068,0.167610,1042.98,984.24,2390.62,0.546282,0.223529,-1.326982,-0.181750,1.145997,-0.071524,0.039075,0.395184,328.12,0.045383,12.8696,0.2746
10603,0.000095,0.199649,1013.32,995.73,2343.75,0.534064,0.117647,-1.117887,0.247001,1.074523,-0.349256,-0.129250,0.274867,375.00,0.041327,11.5137,0.3756
10608,0.000098,0.174560,1020.73,994.86,2343.75,0.551010,0.113725,-1.529924,0.357350,1.139381,-0.127643,-0.173765,0.334601,375.00,0.034767,9.1581,0.3392
10613,0.000083,0.207499,1078.37,1057.94,2531.25,0.536649,0.219608,-1.579690,0.417525,1.204742,-0.358619,-0.196544,0.512584,328.12,0.055367,13.5889,0.3232
10619,0.000063,0.213644,1066.33,1021.50,2578.12,0.577546,0.282353,-1.441135,0.084686,1.109156,-0.017869,-0.212586,0.477749,328.12,0.046867,11.2938,0.3077
10624,0.000086,0.194366,1106.88,1023.49,2625.00,0.621641,0.160784,-0.860858,0.074704,0.707432,0.074216,-0.288051,0.292555,375.00,0.027892,7.2075,0.4024
10629,0.000081,0.198300,1007.24,1001.85,2437.50,0.587591,0.164706,-0.515004,0.081435,0.764436,-0.050361,-0.394281,0.113773,375.00,0.032495,8.3539,0.4809
10635,0.000066,0.167977,1008.56,993.98,2390.62,0.537548,0.250980,-0.600719,-0.021552,0.888114,-0.204681,-0.222754,0.161592,375.00,0.040009,10.6223,0.4303
10640,0.000089,0.175946,1177.39,999.88,2531.25,0.627413,0.176471,-1.357559,-0.399995,0.988750,0.032734,0.264050,0.472022,328.12,0.038398,11.6011,0.2233
10645,0.000081,0.175107,1173.10,1053.62,2625.00,0.608200,0.141176,-0.806444,-0.245755,0.884218,-0.358611,0.081972,0.444618,328.12,0.041683,12.4888,0.3123
10651,0.000079,0.200556,1050.52,1017.80,2484.38,0.569849,0.235294,-0.943882,-0.011210,1.061035,-0.355631,-0.075621,0.325310,328.12,0.047851,13.2210,0.3538
10656,0.000076,0.146804,1087.13,1020.65,2437.50,0.581371,0.266667,-0.977856,-0.309899,0.986964,-0.002681,-0.087932,0.391404,375.00,0.038804,11.4027,0.3110
10661,0.000074,0.220979,1159.74,1062.65,2578.12,0.586375,0.227451,-0.918520,-0.346813,0.927473,-0.009731,-0.160115,0.507703,375.00,0.041251,11.8261,0.3086
10667,0.000081,0.172608,1229.02,1065.88,2625.00,0.626213,0.156863,-1.307320,-0.389234,0.968564,0.216701,-0.178366,0.689657,375.00,0.040585,11.5349,0.2490
10672,0.000094,0.161698,1176.84,1030.81,2578.12,0.656743,0.117647,-0.997684,-0.519544,0.920702,0.118780,-0.128161,0.605905,375.00,0.044114,12.6658,0.2694
10677,0.000080,0.213095,1083.87,993.93,2484.38,0.590911,0.156863,-0.815011,-0.342951,1.003274,-0.064861,-0.203923,0.423471,375.00,0.049752,13.0287,0.3343
10683,0.000080,0.105758,1075.79,1018.37,2531.25,0.572503,0.227451,-0.866951,-0.300711,1.119613,-0.292115,-0.091375,0.431541,375.00,0.049380,14.4465,0.3200
10688,0.000086,0.262661,1085.73,1054.54,2625.00,0.580723,0.176471,-1.431347,0.292881,1.195212,-0.504142,-0.021969,0.469363,328.12,0.039939,11.8235,0.3115
10693,0.000067,0.149809,1136.62,1048.37,2531.25,0.607837,0.211765,-1.200886,0.098526,1.026467,-0.448407,0.068210,0.456089,328.12,0.043923,12.8591,0.3072
10699,0.000073,0.205871,1162.85,1058.70,2531.25,0.640061,0.223529,-1.066704,-0.023744,0.919419,-0.316323,0.017911,0.469440,375.00,0.039090,10.6233,0.3124
10704,0.000088,0.141383,1132.12,1020.65,2531.25,0.595059,0.200000,-1.608892,-0.089177,1.119497,0.114104,-0.072889,0.537360,375.00,0.034090,9.9722,0.2533
10709,0.000093,0.158910,1117.11,1021.41,2437.50,0.586117,0.184314,-1.263856,-0.036322,0.997805,-0.001771,-0.169395,0.473538,328.12,0.041599,12.4220,0.3096
10715,0.000093,0.241620,986.44,974.90,2296.88,0.539555,0.125490,-0.849135,0.186487,1.007655,-0.188239,-0.350173,0.193404,328.12,0.051044,13.7355,0.4371
10720,0.000084,0.252105,997.80,966.96,2390.62,0.545954,0.180392,-0.951390,0.111676,0.916115,-0.159634,-0.122266,0.205499,328.12,0.050713,12.0850,0.3866
10725,0.000083,0.128717,1080.38,983.95,2531.25,0.583040,0.160784,-1.091583,-0.014350,0.843579,-0.099488,0.056457,0.305385,328.12,0.045710,11.2422,0.3243
10731,0.000083,0.178441,1106.15,1026.31,2531.25,0.593139,0.156863,-1.016024,-0.291637,1.013050,-0.132869,-0.049104,0.476585,375.00,0.047710,12.5613,0.2958
10736,0.000083,0.194296,1124.04,1067.02,2531.25,0.593052,0.180392,-0.960929,-0.161808,0.989604,-0.195134,-0.140663,0.468931,375.00,0.042545,10.8117,0.3262
10741,0.000089,0.154341,1202.81,1071.36,2625.00,0.621448,0.137255,-1.277831,-0.038713,0.970665,-0.338177,0.040206,0.643851,328.12,0.046302,13.1514,0.2689
10747,0.000079,0.155999,1148.30,1053.11,2671.88,0.637000,0.211765,-1.652204,0.069141,1.044870,-0.016596,0.026965,0.527824,328.12,0.049529,13.7203,0.2556
10752,0.000076,0.128498,1108.97,1047.82,2578.12,0.601693,0.203922,-1.623580,0.177924,1.080603,-0.099728,0.003830,0.460952,328.12,0.049930,13.5733,0.2778
10757,0.000077,0.184632,1103.55,1026.55,2484.38,0.610927,0.184314,-1.348451,-0.289213,1.098259,0.045120,0.034383,0.459901,375.00,0.040736,12.1448,0.2562
10763,0.000093,0.167651,1052.56,971.01,2390.62,0.561106,0.184314,-1.267804,-0.513983,1.142730,0.246433,-0.012894,0.405516,375.00,0.044864,13.4457,0.2521
