----- BEGIN /raw_seg_noise_25s_42798.csv (711381 bytes) -----
#BEGIN {"ver":4,"type":"segment","mode":"noise","key":"-","rep":0,"fs_hz":48000,"hop":256,"n_fft":1024,"fmin":50.0,"fmax":3500.0,"pre_ms":60,"lead_ms":150,"post_ms":400,"stored_pre_ms":210,"ms_per_frame":5.33333,"t_ms":42798}
ms_from_event,rms,flux,centroid_hz,spread_hz,rolloff85_hz,flatness,zcr,band0,band1,band2,band3,band4,band5,peak_hz,peak_mag,peak_ratio,low_dom
5067,0.000117,0.351273,1117.66,959.50,2296.88,0.663908,0.243137,0.025813,0.017789,-0.342328,-0.168902,0.414311,0.053315,93.75,0.029688,5.9832,0.4472
5072,0.000105,0.369526,1067.86,893.14,2062.50,0.648463,0.176471,-0.290950,-0.037813,-0.029203,0.152909,0.364012,-0.158954,93.75,0.040009,5.6899,0.4337
5077,0.000124,0.203180,1135.76,975.13,2437.50,0.667520,0.152941,-0.418867,-0.002801,0.024813,0.193911,0.190124,0.012820,93.75,0.041345,5.6292,0.4226
5083,0.000123,0.266535,1098.62,922.94,2062.50,0.644673,0.129412,-0.200997,0.017813,-0.256262,0.175608,0.404315,-0.140478,93.75,0.039594,5.0127,0.4444
5088,0.000413,0.318175,1039.33,858.72,1921.88,0.607978,0.023529,-0.497364,-0.001476,0.252863,0.105314,0.431516,-0.290853,234.38,0.040991,4.3411,0.4207
5093,0.000738,0.509046,706.56,797.20,1546.88,0.456332,0.003922,0.209228,0.682708,0.230421,-0.047848,-0.293975,-0.780535,140.62,0.146352,8.5039,0.7277
5099,0.000858,0.339435,584.71,798.42,1359.38,0.361826,0.035294,0.857030,1.097943,-0.168094,-0.520223,-0.505993,-0.760661,140.62,0.360442,17.4503,0.8335
5104,0.000698,0.289461,526.01,734.58,1171.88,0.323909,0.011765,0.997995,1.182176,-0.322481,-0.390476,-0.541495,-0.925718,140.62,0.518149,19.0240,0.8610
5109,0.000935,0.182026,577.91,745.82,1218.75,0.313326,0.023529,0.812615,1.137088,-0.418783,-0.321160,-0.269841,-0.939918,140.62,0.524437,18.2189,0.8292
5115,0.000822,0.334449,656.10,819.44,1406.25,0.439311,0.003922,0.599190,0.776413,0.090357,-0.295730,-0.347368,-0.822862,140.62,0.428065,12.4340,0.7812
5120,0.000679,0.121919,556.35,756.05,1078.12,0.338398,0.031373,0.792120,0.870606,0.120923,-0.103435,-0.665791,-1.014422,93.75,0.519517,15.6234,0.8418
5125,0.000592,0.191875,518.82,716.58,984.38,0.306451,0.050980,0.767818,1.140771,0.036815,-0.183014,-0.694640,-1.067749,140.62,0.462215,15.7041,0.8624
5131,0.000727,0.197965,638.42,764.95,1125.00,0.393275,0.011765,0.401955,0.810179,0.114882,0.055737,-0.473808,-0.908945,140.62,0.353593,12.2514,0.7854
5136,0.000680,0.160533,567.33,666.44,1031.25,0.276073,0.019608,0.591985,0.900594,-0.168794,0.376351,-0.455596,-1.244540,140.62,0.366493,12.9325,0.8315
5141,0.000661,0.181984,521.37,654.52,937.50,0.265585,0.007843,0.748132,0.883480,0.136955,0.302565,-0.734800,-1.336332,93.75,0.385287,14.1011,0.8643
5147,0.000668,0.223271,601.21,730.67,1125.00,0.348823,0.007843,0.551282,0.887176,-0.146044,0.205058,-0.538484,-0.958988,140.62,0.385943,13.1554,0.8127
5152,0.000853,0.284267,668.31,768.96,1218.75,0.422419,0.011765,0.268854,0.583588,0.303859,0.302697,-0.639669,-0.819328,93.75,0.353985,9.8477,0.7606
5157,0.000609,0.168320,571.08,721.29,1031.25,0.328597,0.007843,0.669939,0.924440,-0.166500,0.214766,-0.623807,-1.018838,140.62,0.445021,13.8346,0.8346
5163,0.000627,0.121248,686.14,790.06,1453.12,0.419847,0.015686,0.458282,0.821300,-0.229503,0.031552,-0.348237,-0.733394,140.62,0.409270,13.4111,0.7651
5168,0.000590,0.367148,855.45,841.37,1781.25,0.600173,0.019608,-0.066190,0.339075,0.088367,0.233072,-0.119809,-0.474517,93.75,0.325083,7.8992,0.6067
5173,0.000592,0.077469,727.25,823.51,1593.75,0.440041,0.015686,0.341090,0.716905,-0.096689,0.034102,-0.366795,-0.628612,93.75,0.301330,10.1517,0.7363
5179,0.000813,0.311581,823.00,888.79,1828.12,0.534683,0.023529,0.052942,0.463415,0.218940,0.007211,-0.256909,-0.485599,93.75,0.290252,8.7459,0.6524
5184,0.000895,0.210277,774.02,873.12,1734.38,0.520537,0.011765,0.174398,0.559481,0.274787,-0.212382,-0.244916,-0.551369,93.75,0.361237,9.2869,0.6825
5189,0.000822,0.233601,575.87,779.81,1312.50,0.335593,0.031373,0.699833,1.067389,-0.034527,-0.340923,-0.594419,-0.797354,140.62,0.454679,13.7076,0.8291
5195,0.000902,0.251679,673.80,843.67,1640.62,0.462171,0.003922,0.502938,0.841053,0.003403,-0.282288,-0.454340,-0.610766,93.75,0.493239,13.5035,0.7693
5200,0.000772,0.132221,530.32,728.13,1031.25,0.313125,0.011765,0.850072,1.111989,-0.252581,-0.127385,-0.638935,-0.943160,93.75,0.515695,15.4018,0.8547
5205,0.000617,0.144312,555.69,777.28,1078.12,0.336555,0.031373,0.827441,0.930910,-0.067242,-0.160725,-0.599870,-0.930514,93.75,0.515342,17.4127,0.8381
5211,0.000724,0.178775,640.02,812.72,1453.12,0.427724,0.011765,0.566603,0.696720,0.079983,-0.189459,-0.419189,-0.734658,93.75,0.450488,14.2430,0.7700
5216,0.000541,0.147003,522.30,730.99,1031.25,0.302406,0.011765,0.855001,1.072759,-0.117780,-0.240387,-0.663523,-0.906070,93.75,0.431314,16.6616,0.8518
5221,0.000561,0.097715,519.91,809.23,984.38,0.313130,0.019608,0.978237,1.120141,0.057379,-0.476278,-0.925059,-0.754421,93.75,0.409149,18.5816,0.8686
5227,0.000522,0.151675,502.32,782.21,984.38,0.289824,0.015686,1.059830,1.208939,-0.013896,-0.572324,-0.920558,-0.761992,93.75,0.333334,16.8277,0.8782
5232,0.000450,0.110354,523.59,761.85,1125.00,0.297019,0.019608,0.999819,1.239951,-0.109531,-0.553385,-0.793495,-0.783360,140.62,0.367678,21.8152,0.8708
5237,0.000260,0.107264,630.19,866.64,1640.62,0.377515,0.058824,0.882839,1.075629,-0.210007,-0.554182,-0.725146,-0.469134,140.62,0.299630,18.6077,0.8287
5243,0.000173,0.263710,684.97,905.44,1921.88,0.397782,0.098039,0.777158,0.851069,-0.010713,-0.380062,-0.943061,-0.294391,93.75,0.203261,13.5949,0.8073
5248,0.000192,0.244372,829.57,895.73,2015.62,0.521896,0.180392,0.064040,0.280424,0.354794,0.141253,-0.559374,-0.281137,140.62,0.088136,6.4042,0.6439
5253,0.000240,0.064876,846.97,882.90,1968.75,0.537442,0.066667,-0.030786,0.259982,0.293889,0.061525,-0.259121,-0.325490,375.00,0.066564,6.0385,0.6003
5259,0.000283,0.204901,758.68,864.12,1921.88,0.431022,0.043137,0.246083,0.486121,0.258665,-0.183395,-0.447934,-0.359539,93.75,0.109136,10.0833,0.6835
5264,0.000289,0.274646,789.97,927.28,1921.88,0.510140,0.054902,0.482573,0.635786,-0.025187,-0.454843,-0.250856,-0.387473,93.75,0.140820,11.6450,0.7065
5269,0.000483,0.335978,855.17,959.21,2015.62,0.518658,0.011765,0.127244,0.466898,0.246946,-0.222613,-0.270211,-0.348265,93.75,0.116857,7.6905,0.6471
5275,0.000482,0.320135,778.09,902.91,1828.12,0.503305,0.039216,0.119071,0.506200,0.413647,-0.219610,-0.399339,-0.419969,187.50,0.124518,5.7758,0.6731
5280,0.000570,0.241956,617.40,831.65,1453.12,0.378056,0.003922,0.686915,0.875457,0.051172,-0.354658,-0.593399,-0.665487,93.75,0.243764,11.4510,0.8039
5285,0.000565,0.308017,722.81,852.56,1546.88,0.485523,0.031373,0.107955,0.640554,0.408132,-0.232118,-0.373415,-0.551108,93.75,0.264069,10.1880,0.6977
5291,0.000549,0.195197,644.84,856.67,1593.75,0.365854,0.011765,0.780086,0.922857,-0.172827,-0.511632,-0.513706,-0.504780,93.75,0.313352,13.9111,0.7959
5296,0.000380,0.252760,681.98,841.09,1593.75,0.468592,0.039216,0.444125,0.678119,0.185683,-0.287401,-0.385495,-0.635030,93.75,0.326636,13.0154,0.7449
5301,0.000437,0.093870,610.27,832.70,1546.88,0.392504,0.043137,0.831806,0.910356,-0.104692,-0.475304,-0.477837,-0.684328,93.75,0.301379,15.6294,0.8103
5307,0.000270,0.122144,701.19,914.19,1734.38,0.415869,0.047059,0.733253,0.848624,-0.084643,-0.623659,-0.407431,-0.466144,93.75,0.254758,16.2988,0.7734
5312,0.000355,0.290380,760.96,902.58,1687.50,0.511084,0.019608,0.360151,0.509201,0.179042,-0.307982,-0.225809,-0.514605,234.38,0.103730,5.4530,0.6910
5317,0.000263,0.147278,748.37,918.23,1781.25,0.446739,0.054902,0.568877,0.698619,-0.094469,-0.500381,-0.299215,-0.373431,93.75,0.169792,11.2501,0.7251
5323,0.000220,0.316264,885.47,938.24,2015.62,0.579626,0.035294,-0.202293,0.520743,0.377901,-0.257590,-0.177310,-0.261450,187.50,0.120331,6.8026,0.5935
5328,0.000152,0.072439,827.78,940.14,2015.62,0.520442,0.125490,0.207821,0.648551,0.119439,-0.344900,-0.323042,-0.307868,93.75,0.098044,7.5664,0.6778
5333,0.000127,0.129489,922.46,956.90,2109.38,0.597537,0.164706,-0.036789,0.428666,0.244660,-0.419009,-0.057624,-0.159903,93.75,0.060641,5.9735,0.5756
5339,0.000171,0.117134,1067.07,1021.61,2437.50,0.604484,0.043137,-0.371078,0.328084,0.402986,-0.461869,0.016637,0.085240,281.25,0.063857,7.6036,0.4819
5344,0.000138,0.259249,1010.97,1027.51,2343.75,0.610321,0.129412,0.012354,0.307636,0.168329,-0.273750,-0.203331,-0.011239,93.75,0.057091,6.4860,0.5664
5349,0.000180,0.185029,999.67,1008.17,2296.88,0.572352,0.078431,-0.214358,0.464242,0.421080,-0.479431,-0.231822,0.040288,281.25,0.055255,6.3570,0.5550
5355,0.000219,0.233238,1025.28,993.64,2250.00,0.612894,0.066667,-0.127190,0.218174,0.315927,-0.308589,-0.087813,-0.010508,281.25,0.051346,5.6625,0.5236
5360,0.000175,0.285185,946.64,965.58,2062.50,0.605822,0.105882,-0.143699,0.363770,0.327551,-0.291232,0.007035,-0.263426,234.38,0.070593,5.9329,0.5593
5365,0.000173,0.173284,920.70,1021.49,2156.25,0.520941,0.058824,0.165425,0.471158,0.380584,-0.502549,-0.313789,-0.200829,93.75,0.087271,8.5525,0.6401
5371,0.000118,0.177932,935.17,1033.60,2250.00,0.538567,0.286275,0.160537,0.621607,0.071182,-0.363900,-0.386115,-0.103311,140.62,0.085371,9.4461,0.6538
5376,0.000206,0.228396,1023.64,1018.96,2390.62,0.610238,0.058824,-0.061820,0.300273,-0.032321,-0.075969,-0.124550,-0.005614,187.50,0.058853,6.6383,0.5459
5381,0.000119,0.245030,929.11,1019.81,2250.00,0.535973,0.129412,0.056851,0.593105,0.212513,-0.537323,-0.255732,-0.069415,140.62,0.061875,6.4207,0.6195
5387,0.000185,0.149573,1063.59,1109.93,2625.00,0.572291,0.121569,0.140040,0.402674,0.201638,-0.611492,-0.341345,0.208484,93.75,0.058610,7.0179,0.5837
5392,0.000177,0.208854,1042.58,1046.04,2484.38,0.560353,0.125490,-0.147395,0.225025,0.512104,-0.582197,-0.253058,0.245520,328.12,0.063142,7.9113,0.5106
5397,0.000107,0.305520,860.61,982.75,2296.88,0.505862,0.215686,0.100799,0.677923,0.460488,-0.819921,-0.326023,-0.093266,187.50,0.070523,7.0119,0.6454
5403,0.000197,0.141307,1045.04,1042.60,2437.50,0.652281,0.078431,-0.042992,0.361317,0.021148,-0.349668,-0.033907,0.044100,187.50,0.057327,6.7789,0.5384
5408,0.000139,0.196539,935.97,1003.22,2250.00,0.579519,0.156863,0.046786,0.538585,0.174026,-0.387765,-0.242098,-0.129534,140.62,0.059317,6.4957,0.6174
5413,0.000193,0.234935,986.14,983.80,2250.00,0.632623,0.090196,-0.355014,0.362070,0.299778,-0.043648,-0.197836,-0.065349,281.25,0.054320,5.2553,0.5337
5419,0.000231,0.162925,1024.40,1050.95,2531.25,0.605687,0.050980,-0.014723,0.299467,0.286479,-0.274423,-0.440776,0.143977,328.12,0.043729,4.7866,0.5722
5424,0.000145,0.343807,901.80,977.11,2343.75,0.541433,0.188235,-0.255336,0.543660,0.565945,-0.398984,-0.356440,-0.098845,234.38,0.087118,7.2856,0.5919
5429,0.000222,0.141083,946.04,983.23,2296.88,0.549833,0.137255,-0.078057,0.385958,0.306287,-0.324027,-0.093142,-0.197018,234.38,0.062785,5.7313,0.5742
5435,0.000194,0.147330,912.59,966.53,2203.12,0.566602,0.113725,-0.039631,0.388846,0.423163,-0.401150,-0.278997,-0.092232,281.25,0.055033,5.4151,0.5891
5440,0.000160,0.264840,991.70,1009.14,2296.88,0.611310,0.105882,-0.443342,0.486412,0.572151,-0.582178,-0.116449,0.083404,281.25,0.097090,8.3055,0.5095
5445,0.000219,0.120730,1098.86,1082.73,2625.00,0.622261,0.113725,-0.056144,0.322016,0.276434,-0.578009,-0.164395,0.200097,234.38,0.060586,6.3843,0.5287
5451,0.000199,0.288301,1033.60,1039.27,2484.38,0.598836,0.113725,-0.325925,0.436175,0.374080,-0.262627,-0.290066,0.068363,234.38,0.078054,7.2682,0.5414
5456,0.000184,0.196118,1042.62,1035.11,2390.62,0.584313,0.149020,-0.491054,0.352602,0.575060,-0.317735,-0.228990,0.110116,281.25,0.098341,8.5263,0.4976
5461,0.000217,0.207316,972.17,1040.98,2437.50,0.593291,0.149020,0.139681,0.332789,0.322930,-0.405450,-0.436952,0.047004,93.75,0.067325,6.5845,0.6062
5467,0.000196,0.258709,982.12,1053.93,2484.38,0.579733,0.113725,-0.132996,0.484523,0.331155,-0.221822,-0.561564,0.100704,93.75,0.071991,6.7107,0.6002
5472,0.000227,0.245815,967.32,1027.08,2343.75,0.572940,0.105882,0.105221,0.466932,0.239674,-0.282127,-0.575390,0.045689,93.75,0.092381,7.9226,0.6344
5477,0.000148,0.201591,972.69,1010.60,2343.75,0.584321,0.215686,0.041100,0.539848,0.204791,-0.374392,-0.453116,0.041768,93.75,0.097158,8.0916,0.6216
5483,0.000247,0.225869,1066.87,1009.17,2250.00,0.618061,0.129412,0.005904,0.192776,0.190376,-0.526989,0.097924,0.040009,93.75,0.075120,6.9896,0.5076
5488,0.000209,0.285935,1038.36,1042.79,2437.50,0.601413,0.141176,-0.123349,0.367850,0.305062,-0.511830,-0.032504,-0.005229,281.25,0.069451,5.5463,0.5352
5493,0.000180,0.215208,1078.49,1012.06,2390.62,0.656350,0.235294,-0.541824,0.281531,0.429014,-0.331449,0.092205,0.070523,281.25,0.089526,6.4235,0.4473
5499,0.000206,0.166784,1254.27,1030.31,2578.12,0.696638,0.133333,-0.673451,-0.199556,0.299827,-0.096070,0.292714,0.376536,328.12,0.055400,4.6244,0.3162
5504,0.000137,0.231032,1249.62,1045.98,2625.00,0.717595,0.282353,-0.662376,0.127114,0.235055,-0.222057,0.159171,0.363092,234.38,0.066290,5.0438,0.3708
5509,0.000177,0.110432,1212.45,1051.63,2578.12,0.749045,0.152941,-0.491506,0.187637,0.170507,-0.209853,0.052148,0.291067,234.38,0.062143,5.4249,0.4198
5515,0.000158,0.140619,1280.47,1068.41,2671.88,0.728651,0.243137,-0.819111,0.023785,0.240942,0.052523,0.112025,0.389834,234.38,0.049335,4.8033,0.3433
5520,0.000186,0.248792,1384.24,1089.37,2859.38,0.735638,0.152941,-1.288869,-0.121369,0.333848,0.219259,0.293256,0.563875,328.12,0.062588,5.6298,0.2435
5525,0.000170,0.223749,1276.32,1084.07,2812.50,0.738521,0.235294,-0.898211,0.013841,0.223386,0.193128,0.121573,0.346284,328.12,0.055365,4.4627,0.3371
5531,0.000224,0.157321,1395.15,1083.43,2859.38,0.784072,0.207843,-1.127349,-0.044022,0.142604,0.193879,0.222941,0.611947,281.25,0.041471,3.7123,0.2683
5536,0.000283,0.323712,1521.46,1087.91,2859.38,0.826165,0.247059,-0.538922,-0.307267,-0.153448,-0.162530,0.363743,0.798425,375.00,0.040585,3.1724,0.2681
5541,0.000329,0.324209,1693.20,1075.38,3093.75,0.856872,0.192157,-1.028891,-0.418426,-0.323959,0.174546,0.565188,1.031541,656.25,0.038496,2.4168,0.1792
5547,0.000301,0.323743,1918.77,1084.46,3234.38,0.829810,0.203922,-1.701454,-0.673448,-0.072373,0.247813,0.749768,1.449694,3234.38,0.051142,2.5300,0.0922
5552,0.000352,0.210697,1788.62,1065.93,3187.50,0.830995,0.149020,-1.693300,-0.461815,0.074675,0.018913,0.821007,1.240520,328.12,0.057468,2.6250,0.1083
5557,0.000359,0.252436,1651.28,1062.72,3046.88,0.732790,0.121569,-1.380741,-0.755533,0.294465,0.041789,0.690130,1.109890,328.12,0.097042,4.4790,0.1226
5563,0.000253,0.233674,1538.12,1107.31,3046.88,0.704960,0.180392,-1.663128,-0.461535,0.668144,-0.101516,0.552839,1.005195,328.12,0.153693,6.7846,0.1369
5568,0.000255,0.116711,1478.19,1079.44,2859.38,0.738719,0.290196,-1.440857,-0.407584,0.600078,-0.112900,0.452778,0.908485,328.12,0.142632,7.6394,0.1673
5573,0.000250,0.270444,1677.02,1093.06,3000.00,0.769482,0.184314,-1.634564,-0.363967,0.147909,0.133779,0.631837,1.085006,328.12,0.083231,4.9513,0.1350
5579,0.000221,0.224339,1688.65,1083.86,3093.75,0.811220,0.227451,-1.252194,-0.289308,-0.111823,0.034838,0.587384,1.031101,328.12,0.055457,3.2369,0.1708
5584,0.000220,0.169283,1573.19,1062.70,2906.25,0.846722,0.270588,-1.288817,-0.046901,-0.068923,0.084119,0.509129,0.811393,234.38,0.059486,3.7447,0.2095
5589,0.000255,0.150690,1676.25,1045.04,2953.12,0.850936,0.192157,-1.244305,-0.153499,-0.194271,-0.078053,0.665492,1.004634,234.38,0.038106,2.8151,0.1774
5595,0.000214,0.281052,1595.27,1073.69,2953.12,0.871811,0.227451,-1.107390,-0.290459,0.010357,-0.044328,0.489381,0.942439,328.12,0.046508,2.8653,0.1955
5600,0.000234,0.219698,1519.38,1080.22,2859.38,0.845965,0.196078,-0.716891,-0.167925,-0.210340,-0.059402,0.366738,0.787820,187.50,0.051274,3.0008,0.2651
5605,0.000191,0.154456,1581.53,1058.93,3000.00,0.801727,0.270588,-0.844911,0.009957,-0.220684,-0.496879,0.693496,0.859021,187.50,0.052624,3.5675,0.2326
5611,0.000214,0.195119,1562.98,1071.95,2953.12,0.761847,0.227451,-0.931018,-0.062337,-0.130924,-0.338486,0.624960,0.837805,187.50,0.051510,3.8919,0.2265
5616,0.000210,0.218728,1757.83,1077.48,3093.75,0.803112,0.266667,-1.537313,-0.480335,0.048644,-0.033777,0.853686,1.149094,1171.88,0.042679,3.3213,0.1181
5621,0.000188,0.219265,1740.48,1012.47,3046.88,0.787915,0.219608,-1.336132,-0.708940,-0.334001,0.021256,1.213876,1.143942,1218.75,0.063439,5.1379,0.0996
5627,0.000193,0.239572,1586.47,994.28,2812.50,0.845383,0.239216,-1.264968,-0.532088,-0.044059,-0.058180,0.972834,0.926462,1218.75,0.047540,3.6356,0.1361
5632,0.000219,0.257488,1675.64,1125.71,3093.75,0.854212,0.266667,-1.139610,-0.299168,0.056504,0.112766,0.244803,1.024706,281.25,0.041932,3.0884,0.2052
5637,0.000186,0.204054,1734.90,1120.69,3093.75,0.815852,0.376471,-0.778358,-0.149694,-0.278021,0.002901,0.251392,0.951780,234.38,0.038674,3.0887,0.2562
5643,0.000190,0.194633,1589.81,1160.16,3140.62,0.790711,0.247059,-0.622033,0.142614,-0.248257,-0.282058,0.264822,0.744912,234.38,0.048747,4.0344,0.3220
5648,0.000189,0.229540,1504.39,1058.06,2859.38,0.827006,0.294118,-1.148369,-0.134759,0.042156,0.011946,0.529884,0.699142,234.38,0.038909,3.6230,0.2217
5653,0.000195,0.270164,1613.90,1013.36,2906.25,0.829737,0.278431,-1.483667,-0.441397,-0.169214,0.340213,0.810850,0.943214,984.38,0.036723,3.1175,0.1371
5659,0.000200,0.248869,1594.09,1036.30,2859.38,0.903486,0.223529,-0.964278,-0.336382,-0.280104,0.161530,0.552592,0.866643,984.38,0.031984,2.4494,0.2042
5664,0.000199,0.201553,1616.43,1069.21,2906.25,0.822604,0.258824,-0.914681,-0.551360,0.001859,0.072272,0.460119,0.931790,328.12,0.041940,3.2432,0.1933
5669,0.000245,0.255927,1673.29,1066.44,3046.88,0.789836,0.254902,-1.181225,-0.590153,-0.142677,0.240332,0.662129,1.011593,656.25,0.036181,2.6656,0.1515
5675,0.000271,0.212396,1690.00,1038.25,3046.88,0.794536,0.168627,-1.679756,-0.648992,-0.432516,0.811231,0.802996,1.147037,656.25,0.058513,4.2556,0.1053
5680,0.000421,0.289020,1537.28,1055.45,2953.12,0.819392,0.133333,-1.555432,-0.247714,-0.120418,0.544770,0.525113,0.853682,656.25,0.062316,3.5071,0.1692
5685,0.000555,0.363606,1256.06,1040.27,2671.88,0.740958,0.105882,-1.452912,0.334841,0.349399,0.223932,0.143687,0.401052,234.38,0.146597,6.9316,0.3033
5691,0.000603,0.342115,953.44,949.32,2250.00,0.560897,0.070588,-1.319108,0.615917,0.784541,0.201226,-0.255064,-0.027513,234.38,0.277896,10.0076,0.4476
5696,0.000539,0.240920,919.88,925.27,2156.25,0.546521,0.054902,-1.084087,0.612922,0.695479,0.176448,-0.200579,-0.200183,234.38,0.319215,10.6265,0.4912
5701,0.000520,0.211824,955.86,867.77,2015.62,0.592039,0.070588,-0.905432,0.370478,0.549144,0.222008,0.030326,-0.266522,234.38,0.291042,9.3149,0.4627
5707,0.000559,0.173021,971.92,911.58,2062.50,0.537349,0.043137,-1.387176,0.563255,0.678042,0.061652,0.141157,-0.056929,234.38,0.302802,10.4258,0.3884
5712,0.000759,0.298024,1067.42,936.74,2156.25,0.621348,0.050980,-1.976652,0.389158,0.844105,0.377848,0.278311,0.087230,234.38,0.259503,7.6221,0.2736
5717,0.000753,0.279426,998.80,885.27,1921.88,0.607813,0.054902,-1.435491,0.015558,0.827497,0.648602,0.160076,-0.216242,468.75,0.270363,6.5248,0.3358
5723,0.000703,0.220239,948.38,880.56,1921.88,0.506198,0.043137,-1.353584,0.056246,0.871498,0.602170,0.035614,-0.211943,468.75,0.371013,9.5613,0.3634
5728,0.000733,0.264848,915.08,800.15,1734.38,0.520338,0.043137,-2.074369,0.104469,1.024291,0.968812,0.181842,-0.205046,468.75,0.361980,8.6243,0.2742
5733,0.000623,0.163011,881.09,773.91,1593.75,0.459695,0.027451,-1.681943,-0.024537,1.069054,0.793220,0.180019,-0.335813,468.75,0.376679,9.7999,0.3153
5739,0.000651,0.182284,901.69,772.28,1687.50,0.482492,0.023529,-1.162460,-0.497187,0.926655,0.924572,0.108953,-0.300533,468.75,0.374244,10.4945,0.3243
5744,0.000577,0.177708,860.26,801.22,1687.50,0.410113,0.027451,-1.076380,-0.248597,1.070618,0.600180,0.022857,-0.368678,421.88,0.345293,11.1612,0.3800
5749,0.000426,0.155763,901.35,814.22,1687.50,0.463751,0.062745,-1.342388,-0.096256,0.981445,0.557667,0.159420,-0.259889,421.88,0.354981,11.5157,0.3387
5755,0.000537,0.257370,956.69,843.66,1968.75,0.554567,0.054902,-1.352014,0.013002,0.699595,0.775068,0.020363,-0.156014,468.75,0.205940,6.5361,0.3540
5760,0.000655,0.223909,1019.11,900.32,2203.12,0.625273,0.015686,-1.156666,0.291942,0.347491,0.456411,0.102226,-0.041404,187.50,0.238630,7.9355,0.3863
5765,0.000632,0.177357,919.96,861.00,1921.88,0.522932,0.039216,-1.113565,0.493664,0.505031,0.333137,0.020784,-0.239052,187.50,0.303107,9.8807,0.4500
5771,0.000398,0.192289,864.04,860.34,1921.88,0.486443,0.062745,-0.959485,0.447649,0.718742,0.142138,-0.113932,-0.235112,187.50,0.302648,9.7286,0.4797
5776,0.000556,0.171528,876.27,865.32,1828.12,0.531077,0.031373,-0.988601,0.269584,0.787866,0.270231,-0.090329,-0.248751,375.00,0.268384,8.6513,0.4527
5781,0.000485,0.171602,833.51,821.79,1781.25,0.469022,0.031373,-0.744929,0.121888,0.866807,0.378187,-0.200055,-0.421898,375.00,0.287531,10.7235,0.4999
5787,0.000459,0.113235,813.88,808.46,1734.38,0.438366,0.058824,-0.638575,0.032771,0.938593,0.249677,-0.176221,-0.406245,375.00,0.310213,12.6182,0.4971
5792,0.000470,0.135265,781.84,784.72,1687.50,0.408964,0.031373,-0.572883,0.164184,0.887015,0.200884,-0.172319,-0.506882,375.00,0.261915,11.4282,0.5338
5797,0.000402,0.245832,790.33,846.02,1828.12,0.429259,0.062745,-0.447051,0.462382,0.639726,0.051856,-0.252533,-0.454380,187.50,0.207632,9.2727,0.5893
5803,0.000339,0.211561,828.30,896.79,1921.88,0.542672,0.086275,-0.262512,0.653225,0.237520,0.015659,-0.296178,-0.347714,187.50,0.270786,12.0909,0.6265
5808,0.000388,0.067111,936.48,958.06,2156.25,0.572647,0.062745,-0.281074,0.728012,-0.116276,-0.142591,-0.077807,-0.110264,187.50,0.257137,14.1570,0.5787
5813,0.000458,0.149789,892.65,956.57,2062.50,0.500730,0.058824,-0.247241,0.651192,0.148287,-0.080551,-0.321284,-0.150402,187.50,0.231488,13.7211,0.6077
5819,0.000426,0.176787,764.11,877.46,1781.25,0.414810,0.047059,-0.116519,0.775009,0.324413,-0.125925,-0.479404,-0.377574,187.50,0.244509,13.8180,0.6809
5824,0.000455,0.127622,700.99,821.55,1593.75,0.390455,0.070588,-0.151740,0.809071,0.517396,-0.237249,-0.418494,-0.518985,187.50,0.253897,14.0992,0.6894
5829,0.000469,0.166361,735.85,842.24,1687.50,0.411348,0.023529,-0.154678,0.710558,0.508260,-0.142422,-0.425500,-0.496218,187.50,0.241500,12.7961,0.6767
5835,0.000540,0.155429,704.91,828.19,1687.50,0.380775,0.023529,0.115092,0.808107,0.573587,-0.676171,-0.274118,-0.546497,187.50,0.246059,12.8119,0.7051
5840,0.000433,0.150581,651.42,807.27,1593.75,0.337664,0.015686,0.251495,0.947029,0.634281,-0.899620,-0.297813,-0.635373,187.50,0.267343,13.0090,0.7438
5845,0.000343,0.132450,710.99,837.13,1640.62,0.426102,0.027451,-0.017182,0.855219,0.564391,-0.690166,-0.232364,-0.479898,187.50,0.264788,13.4233,0.6846
5851,0.000228,0.098470,781.80,884.88,1734.38,0.448320,0.086275,-0.299141,0.720815,0.601614,-0.385363,-0.328589,-0.309336,187.50,0.208231,12.8444,0.6294
5856,0.000213,0.155446,854.74,927.50,1828.12,0.491585,0.086275,-0.139986,0.445413,0.474381,-0.127875,-0.307195,-0.344738,140.62,0.117099,8.2737,0.6174
5861,0.000194,0.179808,952.62,981.15,2390.62,0.514958,0.125490,-0.272101,0.505622,0.465167,-0.341719,-0.259808,-0.097161,140.62,0.082360,6.5185,0.5733
5867,0.000207,0.196290,1115.95,1055.14,2578.12,0.650646,0.133333,-0.503775,0.553210,0.120595,-0.382593,-0.002455,0.215018,187.50,0.110774,10.3970,0.4796
5872,0.000211,0.252257,1091.17,1021.09,2437.50,0.642322,0.141176,-0.514286,0.481664,0.193871,-0.368171,0.087116,0.119805,187.50,0.103237,9.3615,0.4701
5877,0.000157,0.218545,1036.33,984.51,2343.75,0.624248,0.211765,-0.494091,0.347771,0.325642,-0.210766,0.026101,0.005342,140.62,0.082658,6.7390,0.4778
5883,0.000140,0.193990,1044.87,973.82,2203.12,0.622064,0.149020,-0.256067,0.100223,0.090792,0.061758,0.015993,-0.012699,140.62,0.078251,6.7576,0.4801
