label,rep_dir,selected,fs,onset_sample,rms_pre,rms_post,snr_db,peak,clipped,note
f1,captures\f1\rep012_20251219-134556,0,48000,15840,0.00104552,0.03253714,29.860,0.09000,0,aligned_meta.onset_sample
f1,captures\f1\rep013_20251219-134558,0,48000,15120,0.00076818,0.02271904,29.417,0.08652,0,aligned_meta.onset_sample
f1,captures\f1\rep014_20251219-134600,0,48000,16320,0.00096209,0.02271322,27.460,0.07532,0,aligned_meta.onset_sample
f1,captures\f1\rep015_20251219-134602,0,48000,15600,0.00095542,0.02776560,29.265,0.09528,0,aligned_meta.onset_sample
f1,captures\f1\rep016_20251219-134604,0,48000,15840,0.00125926,0.01875846,23.461,0.07147,0,aligned_meta.onset_sample
f1,captures\f1\rep017_20251219-134606,0,48000,16080,0.00075032,0.02249067,29.534,0.08124,0,aligned_meta.onset_sample
f1,captures\f1\rep018_20251219-134608,0,48000,16080,0.00115494,0.02284484,25.924,0.08835,0,aligned_meta.onset_sample
f1,captures\f1\rep019_20251219-134611,0,48000,15840,0.00089683,0.03165891,30.955,0.09140,0,aligned_meta.onset_sample
f1,captures\f1\rep020_20251219-134613,0,48000,15600,0.00083082,0.02170902,28.342,0.08392,0,aligned_meta.onset_sample
f1,captures\f1\rep021_20251219-224030,1,48000,15840,0.00055430,0.03644244,36.356,0.10803,0,aligned_meta.onset_sample
f1,captures\f1\rep022_20251219-224032,0,48000,15360,0.00088724,0.03430155,31.744,0.09610,0,aligned_meta.onset_sample
f1,captures\f1\rep023_20251219-224035,0,48000,15360,0.00079794,0.03219229,32.115,0.11371,0,aligned_meta.onset_sample
f1,captures\f1\rep024_20251219-224037,0,48000,15360,0.00090314,0.03421954,31.569,0.10788,0,aligned_meta.onset_sample
f1,captures\f1\rep025_20251219-224039,0,48000,15840,0.00090862,0.02665739,29.348,0.08801,0,aligned_meta.onset_sample
f2,captures\f2\rep001_20251219-224302,1,48000,15360,0.00069274,0.03177283,33.228,0.10522,0,aligned_meta.onset_sample
f2,captures\f2\rep002_20251219-224304,1,48000,15360,0.00084516,0.03361897,31.992,0.11136,0,aligned_meta.onset_sample
f2,captures\f2\rep003_20251219-224307,1,48000,15600,0.00095987,0.03788197,31.923,0.12589,0,aligned_meta.onset_sample
f2,captures\f2\rep004_20251219-224309,0,48000,15120,0.00091673,0.03174403,30.787,0.10086,0,aligned_meta.onset_sample
f3,captures\f3\rep001_20251219-224533,0,48000,15600,0.00052298,0.08073037,43.769,0.22034,0,aligned_meta.onset_sample
f3,captures\f3\rep002_20251219-224535,1,48000,15120,0.00039401,0.07460008,45.543,0.20840,0,aligned_meta.onset_sample
f3,captures\f3\rep003_20251219-224538,1,48000,15600,0.00051713,0.07984810,43.772,0.21890,0,aligned_meta.onset_sample
f3,captures\f3\rep004_20251219-224540,0,48000,15360,0.00050385,0.07668146,43.646,0.21310,0,aligned_meta.onset_sample
f3,captures\f3\rep005_20251219-224543,1,48000,16080,0.00048863,0.07801381,44.062,0.21750,0,aligned_meta.onset_sample
f4,captures\f4\rep001_20251219-224815,1,48000,15120,0.00110476,0.03179004,29.180,0.09940,0,aligned_meta.onset_sample
f4,captures\f4\rep002_20251219-224817,0,48000,15360,0.00110937,0.03128273,29.004,0.09637,0,aligned_meta.onset_sample
f4,captures\f4\rep003_20251219-224819,1,48000,15360,0.00077559,0.03287076,32.542,0.10367,0,aligned_meta.onset_sample
f4,captures\f4\rep004_20251219-224821,0,48000,14880,0.00109457,0.03089916,29.013,0.09293,0,aligned_meta.onset_sample
f4,captures\f4\rep005_20251219-224823,1,48000,15120,0.00090617,0.03136479,30.784,0.09344,0,aligned_meta.onset_sample
f5,captures\f5\rep001_20251219-225025,1,48000,14880,0.00064111,0.04823220,37.527,0.13879,0,aligned_meta.onset_sample
f5,captures\f5\rep002_20251219-225027,1,48000,15360,0.00060677,0.04890558,38.125,0.14456,0,aligned_meta.onset_sample
f5,captures\f5\rep003_20251219-225029,0,48000,15120,0.00093544,0.04927140,34.431,0.14938,0,aligned_meta.onset_sample
f5,captures\f5\rep004_20251219-225031,1,48000,15600,0.00066799,0.05202344,37.827,0.16006,0,aligned_meta.onset_sample
f5,captures\f5\rep005_20251219-225033,0,48000,15600,0.00073998,0.04261272,35.205,0.13406,0,aligned_meta.onset_sample
f6,captures\f6\rep001_20251219-225229,1,48000,15840,0.00050212,0.01209835,27.637,0.05927,0,aligned_meta.onset_sample
f6,captures\f6\rep002_20251219-225231,0,48000,16320,0.00071885,0.01056541,23.344,0.04916,0,aligned_meta.onset_sample
f6,captures\f6\rep004_20251219-225235,1,48000,16800,0.00043733,0.01174950,28.582,0.05597,0,aligned_meta.onset_sample
f6,captures\f6\rep005_20251219-225237,1,48000,16560,0.00045161,0.01226488,28.676,0.05847,0,aligned_meta.onset_sample
f7,captures\f7\rep001_20251219-230252,1,48000,14880,0.00035235,0.01635439,33.331,0.07504,0,aligned_meta.onset_sample
f7,captures\f7\rep002_20251219-230256,0,48000,15120,0.00033451,0.01418849,32.548,0.06915,0,aligned_meta.onset_sample
f7,captures\f7\rep003_20251219-230259,0,48000,15120,0.00035477,0.01435680,32.140,0.06079,0,aligned_meta.onset_sample
f7,captures\f7\rep004_20251219-230302,1,48000,14880,0.00033995,0.01555918,33.209,0.06442,0,aligned_meta.onset_sample
f7,captures\f7\rep005_20251219-230305,0,48000,15120,0.00032954,0.01460935,32.932,0.06287,0,aligned_meta.onset_sample
f7,captures\f7\rep006_20251219-230308,1,48000,15360,0.00033467,0.01517213,33.126,0.06799,0,aligned_meta.onset_sample
f7,captures\f7\rep007_20251219-230448,0,48000,15120,0.00037601,0.01664241,32.918,0.07086,0,aligned_meta.onset_sample
g#1,captures\g#1\rep001_20251219-224103,0,48000,15840,0.00091670,0.02770014,29.604,0.09998,0,aligned_meta.onset_sample
g#1,captures\g#1\rep002_20251219-224106,1,48000,15360,0.00081570,0.02952369,31.172,0.11893,0,aligned_meta.onset_sample
g#1,captures\g#1\rep003_20251219-224108,1,48000,15360,0.00077027,0.02998644,31.805,0.12079,0,aligned_meta.onset_sample
g#1,captures\g#1\rep004_20251219-224110,0,48000,15840,0.00088931,0.02681543,29.586,0.10422,0,aligned_meta.onset_sample
g#1,captures\g#1\rep005_20251219-224112,1,48000,15360,0.00076929,0.03090128,32.077,0.10645,0,aligned_meta.onset_sample
g#2,captures\g#2\rep001_20251219-224336,1,48000,15840,0.00072797,0.04610036,36.031,0.13187,0,aligned_meta.onset_sample
g#2,captures\g#2\rep002_20251219-224339,1,48000,15360,0.00082153,0.04766009,35.270,0.13998,0,aligned_meta.onset_sample
g#2,captures\g#2\rep003_20251219-224341,1,48000,15600,0.00076901,0.04098813,34.533,0.11453,0,aligned_meta.onset_sample
g#2,captures\g#2\rep004_20251219-224343,0,48000,14640,0.00095061,0.04597364,33.689,0.13077,0,aligned_meta.onset_sample
g#2,captures\g#2\rep005_20251219-224346,0,48000,15360,0.00110557,0.04848219,32.839,0.14648,0,aligned_meta.onset_sample
g#3,captures\g#3\rep001_20251219-224609,1,48000,16320,0.00064939,0.04179519,36.171,0.13611,0,aligned_meta.onset_sample
g#3,captures\g#3\rep002_20251219-224612,0,48000,16320,0.00101713,0.03854636,31.571,0.12881,0,aligned_meta.onset_sample
g#3,captures\g#3\rep003_20251219-224614,1,48000,15120,0.00075240,0.03736316,33.919,0.12958,0,aligned_meta.onset_sample
g#3,captures\g#3\rep004_20251219-224617,0,48000,15360,0.00088678,0.03643482,32.273,0.11771,0,aligned_meta.onset_sample
g#3,captures\g#3\rep005_20251219-224619,1,48000,14880,0.00077939,0.03443302,32.903,0.11356,0,aligned_meta.onset_sample
g#4,captures\g#4\rep001_20251219-224846,1,48000,15360,0.00118838,0.03361201,29.030,0.13217,0,aligned_meta.onset_sample
g#4,captures\g#4\rep002_20251219-224848,1,48000,15840,0.00115729,0.03372953,29.291,0.12433,0,aligned_meta.onset_sample
g#4,captures\g#4\rep003_20251219-224850,1,48000,15360,0.00082716,0.03437329,32.372,0.12613,0,aligned_meta.onset_sample
g#4,captures\g#4\rep004_20251219-224853,0,48000,15840,0.00125356,0.03174652,28.070,0.12424,0,aligned_meta.onset_sample
g#4,captures\g#4\rep005_20251219-224855,0,48000,15120,0.00133386,0.03510056,28.403,0.13336,0,aligned_meta.onset_sample
g#5,captures\g#5\rep001_20251219-225057,1,48000,15120,0.00032873,0.05020580,43.676,0.16922,0,aligned_meta.onset_sample
g#5,captures\g#5\rep002_20251219-225059,0,48000,15360,0.00044476,0.04074259,39.236,0.15204,0,aligned_meta.onset_sample
g#5,captures\g#5\rep003_20251219-225101,1,48000,15360,0.00033767,0.04989446,43.389,0.18323,0,aligned_meta.onset_sample
g#5,captures\g#5\rep004_20251219-225103,0,48000,14640,0.00029729,0.04190538,42.979,0.14304,0,aligned_meta.onset_sample
g#5,captures\g#5\rep005_20251219-225105,1,48000,15360,0.00033801,0.05037304,43.463,0.18243,0,aligned_meta.onset_sample
g#6,captures\g#6\rep001_20251219-225303,0,48000,16320,0.00100301,0.03370918,30.528,0.11725,0,aligned_meta.onset_sample
g#6,captures\g#6\rep002_20251219-225306,0,48000,14400,0.00056953,0.02809156,33.860,0.10812,0,aligned_meta.onset_sample
g#6,captures\g#6\rep003_20251219-225308,0,48000,16080,0.00048606,0.02412052,33.912,0.08493,0,aligned_meta.onset_sample
g#6,captures\g#6\rep004_20251219-225311,1,48000,17040,0.00048098,0.02608497,34.684,0.08841,0,aligned_meta.onset_sample
g#6,captures\g#6\rep005_20251219-225313,1,48000,14880,0.00033339,0.01776492,34.530,0.06860,0,aligned_meta.onset_sample
g#6,captures\g#6\rep006_20251219-225528,1,48000,15840,0.00072221,0.04019016,34.908,0.14117,0,aligned_meta.onset_sample
g#6,captures\g#6\rep007_20251219-225530,0,48000,15840,0.00065658,0.02757817,32.464,0.09372,0,aligned_meta.onset_sample
g#7,captures\g#7\rep001_20251219-230345,1,48000,14640,0.00032418,0.01910482,35.404,0.08533,0,aligned_meta.onset_sample
g#7,captures\g#7\rep002_20251219-230348,0,48000,15600,0.00034744,0.01722090,33.901,0.07690,0,aligned_meta.onset_sample
g#7,captures\g#7\rep003_20251219-230350,0,48000,16080,0.00033994,0.01441693,32.547,0.06219,0,aligned_meta.onset_sample
g#7,captures\g#7\rep004_20251219-230352,1,48000,15360,0.00032912,0.01775660,34.638,0.07956,0,aligned_meta.onset_sample
g#7,captures\g#7\rep005_20251219-230355,0,48000,15840,0.00032199,0.01503157,33.381,0.06845,0,aligned_meta.onset_sample
g#7,captures\g#7\rep006_20251219-230357,1,48000,15600,0.00033587,0.01804482,34.601,0.07944,0,aligned_meta.onset_sample
g#7,captures\g#7\rep007_20251219-230455,0,48000,15840,0.00034743,0.01789575,34.235,0.07715,0,aligned_meta.onset_sample
g1,captures\g1\rep001_20251219-224052,1,48000,16080,0.00048889,0.03773087,37.748,0.13269,0,aligned_meta.onset_sample
g1,captures\g1\rep002_20251219-224054,1,48000,15840,0.00114612,0.04242693,31.368,0.14651,0,aligned_meta.onset_sample
g1,captures\g1\rep003_20251219-224057,0,48000,15600,0.00130179,0.03926804,29.589,0.13614,0,aligned_meta.onset_sample
g1,captures\g1\rep004_20251219-224059,1,48000,15600,0.00097771,0.04044459,32.332,0.14090,0,aligned_meta.onset_sample
g1,captures\g1\rep005_20251219-224101,0,48000,15600,0.00108733,0.03865514,31.016,0.13483,0,aligned_meta.onset_sample
g2,captures\g2\rep001_20251219-224324,1,48000,16080,0.00055728,0.05563758,39.984,0.16064,0,aligned_meta.onset_sample
g2,captures\g2\rep002_20251219-224327,0,48000,15360,0.00089778,0.04860193,34.669,0.13916,0,aligned_meta.onset_sample
g2,captures\g2\rep003_20251219-224329,1,48000,15360,0.00073818,0.04205767,35.112,0.13126,0,aligned_meta.onset_sample
g2,captures\g2\rep004_20251219-224331,0,48000,15120,0.00081082,0.04196489,34.278,0.12555,0,aligned_meta.onset_sample
g2,captures\g2\rep005_20251219-224334,1,48000,15360,0.00055382,0.04903278,38.941,0.16107,0,aligned_meta.onset_sample
g3,captures\g3\rep001_20251219-224557,0,48000,15120,0.00077287,0.04242095,34.788,0.12418,0,aligned_meta.onset_sample
g3,captures\g3\rep002_20251219-224600,1,48000,15840,0.00057189,0.04246266,37.412,0.12555,0,aligned_meta.onset_sample
g3,captures\g3\rep003_20251219-224602,1,48000,15840,0.00048548,0.04380780,39.106,0.12662,0,aligned_meta.onset_sample
g3,captures\g3\rep004_20251219-224604,1,48000,16080,0.00036925,0.03711934,40.043,0.11884,0,aligned_meta.onset_sample
g4,captures\g4\rep002_20251219-135924,0,48000,15600,0.00128954,0.03038816,27.445,0.11887,0,aligned_meta.onset_sample
g4,captures\g4\rep003_20251219-135926,0,48000,15360,0.00123218,0.02934359,27.536,0.10440,0,aligned_meta.onset_sample
g4,captures\g4\rep004_20251219-135928,0,48000,15120,0.00153477,0.03075203,26.036,0.10788,0,aligned_meta.onset_sample
g4,captures\g4\rep005_20251219-135930,0,48000,15600,0.00131259,0.02882609,26.833,0.09686,0,aligned_meta.onset_sample
g4,captures\g4\rep006_20251219-135932,0,48000,15360,0.00136768,0.02653002,25.754,0.09167,0,aligned_meta.onset_sample
g4,captures\g4\rep007_20251219-135934,0,48000,15360,0.00129191,0.03512456,28.687,0.11420,0,aligned_meta.onset_sample
g4,captures\g4\rep010_20251219-135940,0,48000,16080,0.00091182,0.01883973,26.302,0.06686,0,aligned_meta.onset_sample
g4,captures\g4\rep011_20251219-135942,0,48000,17040,0.00079241,0.01129749,23.080,0.03564,0,aligned_meta.onset_sample
g4,captures\g4\rep012_20251219-135945,0,48000,15360,0.00192572,0.03036800,23.956,0.10788,0,aligned_meta.onset_sample
g4,captures\g4\rep013_20251219-135947,0,48000,15600,0.00101118,0.02869062,29.057,0.10742,0,aligned_meta.onset_sample
g4,captures\g4\rep014_20251219-135949,0,48000,15120,0.00084230,0.02567797,29.681,0.08945,0,aligned_meta.onset_sample
g4,captures\g4\rep015_20251219-135952,0,48000,15600,0.00108925,0.02451052,27.044,0.07895,0,aligned_meta.onset_sample
g4,captures\g4\rep016_20251219-135954,0,48000,15120,0.00100528,0.02499254,27.910,0.08481,0,aligned_meta.onset_sample
g4,captures\g4\rep017_20251219-135956,0,48000,15120,0.00086871,0.02328235,28.562,0.07370,0,aligned_meta.onset_sample
g4,captures\g4\rep018_20251219-135959,0,48000,15120,0.00123730,0.02502408,26.117,0.08401,0,aligned_meta.onset_sample
g4,captures\g4\rep019_20251219-140001,0,48000,15120,0.00086125,0.02393636,28.878,0.08612,0,aligned_meta.onset_sample
g4,captures\g4\rep020_20251219-140003,1,48000,14640,0.00063925,0.02729657,32.607,0.10461,0,aligned_meta.onset_sample
g4,captures\g4\rep021_20251219-224836,0,48000,16080,0.00106209,0.02664118,27.987,0.08682,0,aligned_meta.onset_sample
g4,captures\g4\rep022_20251219-224838,1,48000,15600,0.00050030,0.02547809,34.137,0.07819,0,aligned_meta.onset_sample
g4,captures\g4\rep023_20251219-224840,0,48000,15360,0.00111125,0.02879487,28.269,0.09064,0,aligned_meta.onset_sample
g4,captures\g4\rep024_20251219-224842,0,48000,15120,0.00085166,0.02706128,30.041,0.08990,0,aligned_meta.onset_sample
g4,captures\g4\rep025_20251219-224844,1,48000,14400,0.00051458,0.02465509,33.607,0.08365,0,aligned_meta.onset_sample
g5,captures\g5\rep001_20251219-225046,1,48000,14400,0.00034049,0.03591673,40.461,0.09091,0,aligned_meta.onset_sample
g5,captures\g5\rep002_20251219-225048,1,48000,16320,0.00040675,0.04859217,41.543,0.12366,0,aligned_meta.onset_sample
g5,captures\g5\rep003_20251219-225050,1,48000,15600,0.00048495,0.04174563,38.697,0.09546,0,aligned_meta.onset_sample
g5,captures\g5\rep004_20251219-225052,0,48000,15120,0.00048052,0.04058088,38.530,0.09808,0,aligned_meta.onset_sample
g5,captures\g5\rep005_20251219-225054,0,48000,15600,0.00059167,0.04030144,36.663,0.08905,0,aligned_meta.onset_sample
g6,captures\g6\rep001_20251219-225251,0,48000,15840,0.00075730,0.01423820,25.483,0.05417,0,aligned_meta.onset_sample
g6,captures\g6\rep002_20251219-225254,1,48000,15120,0.00042344,0.01293851,29.700,0.04889,0,aligned_meta.onset_sample
g6,captures\g6\rep003_20251219-225256,1,48000,14640,0.00079790,0.01552082,25.778,0.05762,0,aligned_meta.onset_sample
g6,captures\g6\rep004_20251219-225523,1,48000,14880,0.00057166,0.01570525,28.777,0.05872,0,aligned_meta.onset_sample
g6,captures\g6\rep005_20251219-225525,0,48000,16080,0.00083038,0.01363886,24.309,0.04712,0,aligned_meta.onset_sample
g7,captures\g7\rep001_20251219-230327,1,48000,14880,0.00033232,0.00965448,29.261,0.04776,0,aligned_meta.onset_sample
g7,captures\g7\rep003_20251219-230332,1,48000,14880,0.00032154,0.00883361,28.776,0.04355,0,aligned_meta.onset_sample
g7,captures\g7\rep004_20251219-230338,0,48000,14880,0.00033533,0.00854185,28.119,0.04102,0,aligned_meta.onset_sample
g7,captures\g7\rep005_20251219-230340,1,48000,14880,0.00031330,0.00825144,28.409,0.04340,0,aligned_meta.onset_sample
g7,captures\g7\rep006_20251219-230453,0,48000,15120,0.00033109,0.00859755,28.286,0.04013,0,aligned_meta.onset_sample
