label,rep_dir,selected,fs,onset_sample,rms_pre,rms_post,snr_db,peak,clipped,note
c5,captures\c5\rep019_20251219-140107,0,48000,15120,0.00099246,0.04491941,33.114,0.14703,0,aligned_meta.onset_sample
c5,captures\c5\rep020_20251219-140110,1,48000,14400,0.00061067,0.04745883,37.809,0.15112,0,aligned_meta.onset_sample
c5,captures\c5\rep021_20251219-224929,0,48000,15600,0.00053567,0.03428023,36.121,0.10330,0,aligned_meta.onset_sample
c5,captures\c5\rep022_20251219-224931,0,48000,15600,0.00059765,0.03571738,35.527,0.10599,0,aligned_meta.onset_sample
c5,captures\c5\rep023_20251219-224933,1,48000,15120,0.00040834,0.03288082,38.116,0.09406,0,aligned_meta.onset_sample
c5,captures\c5\rep024_20251219-224935,0,48000,15840,0.00052830,0.03826009,37.196,0.11496,0,aligned_meta.onset_sample
c5,captures\c5\rep025_20251219-224937,1,48000,15360,0.00050420,0.03907480,37.784,0.11862,0,aligned_meta.onset_sample
c6,captures\c6\rep001_20251219-225140,0,48000,16800,0.00074840,0.02354940,29.956,0.08057,0,aligned_meta.onset_sample
c6,captures\c6\rep002_20251219-225142,1,48000,16800,0.00045381,0.01846091,32.186,0.06091,0,aligned_meta.onset_sample
c6,captures\c6\rep003_20251219-225144,1,48000,16800,0.00042802,0.02659384,35.864,0.09689,0,aligned_meta.onset_sample
c6,captures\c6\rep004_20251219-225146,0,48000,17040,0.00043439,0.01601828,31.333,0.05795,0,aligned_meta.onset_sample
c6,captures\c6\rep005_20251219-225148,1,48000,16560,0.00065239,0.02856473,32.825,0.10132,0,aligned_meta.onset_sample
c7,captures\c7\rep001_20251219-230114,0,48000,15360,0.00035466,0.01571608,32.928,0.06113,0,aligned_meta.onset_sample
c7,captures\c7\rep002_20251219-230117,1,48000,15360,0.00035041,0.01811127,34.265,0.07797,0,aligned_meta.onset_sample
c7,captures\c7\rep003_20251219-230119,1,48000,15840,0.00037694,0.01681447,32.986,0.06876,0,aligned_meta.onset_sample
c7,captures\c7\rep004_20251219-230121,0,48000,15840,0.00037639,0.01666816,32.923,0.06982,0,aligned_meta.onset_sample
c7,captures\c7\rep005_20251219-230123,1,48000,14880,0.00033662,0.01699527,34.061,0.07553,0,aligned_meta.onset_sample
c7,captures\c7\rep006_20251219-230126,0,48000,15360,0.00036927,0.01424734,31.726,0.06039,0,aligned_meta.onset_sample
d#1,captures\d#1\rep001_20251219-224005,1,48000,15600,0.00068900,0.02633521,31.645,0.09888,0,aligned_meta.onset_sample
d#1,captures\d#1\rep002_20251219-224008,1,48000,15840,0.00054515,0.02848094,34.359,0.10004,0,aligned_meta.onset_sample
d#1,captures\d#1\rep003_20251219-224011,1,48000,15600,0.00062786,0.02709108,32.698,0.10178,0,aligned_meta.onset_sample
d#1,captures\d#1\rep004_20251219-224013,0,48000,15600,0.00066539,0.02453027,31.331,0.08511,0,aligned_meta.onset_sample
d#1,captures\d#1\rep005_20251219-224016,0,48000,15360,0.00073917,0.02766215,31.462,0.09094,0,aligned_meta.onset_sample
d#2,captures\d#2\rep001_20251219-224223,1,48000,15120,0.00075994,0.06455594,38.582,0.17343,0,aligned_meta.onset_sample
d#2,captures\d#2\rep002_20251219-224225,0,48000,15360,0.00091739,0.06283858,36.713,0.16354,0,aligned_meta.onset_sample
d#2,captures\d#2\rep003_20251219-224228,0,48000,15840,0.00092746,0.05754976,35.854,0.14948,0,aligned_meta.onset_sample
d#2,captures\d#2\rep004_20251219-224230,1,48000,14880,0.00073900,0.05976731,38.155,0.16223,0,aligned_meta.onset_sample
d#2,captures\d#2\rep005_20251219-224232,1,48000,15600,0.00067763,0.04751394,36.915,0.12866,0,aligned_meta.onset_sample
d#3,captures\d#3\rep001_20251219-135314,0,48000,15120,0.00094383,0.02962506,29.934,0.10834,0,aligned_meta.onset_sample
d#3,captures\d#3\rep002_20251219-135321,0,48000,16080,0.00155557,0.03252943,26.407,0.10468,0,aligned_meta.onset_sample
d#3,captures\d#3\rep003_20251219-135323,0,48000,15600,0.00138789,0.03144792,27.104,0.10934,0,aligned_meta.onset_sample
d#3,captures\d#3\rep004_20251219-135325,0,48000,15600,0.00141067,0.03014996,26.597,0.10406,0,aligned_meta.onset_sample
d#3,captures\d#3\rep005_20251219-135328,0,48000,16080,0.00154172,0.03394012,26.854,0.12613,0,aligned_meta.onset_sample
d#3,captures\d#3\rep006_20251219-135330,0,48000,16080,0.00150654,0.03239881,26.650,0.11414,0,aligned_meta.onset_sample
d#3,captures\d#3\rep007_20251219-135332,0,48000,14880,0.00135652,0.03082755,27.130,0.11508,0,aligned_meta.onset_sample
d#3,captures\d#3\rep009_20251219-135337,0,48000,16320,0.00158230,0.03317693,26.430,0.11969,0,aligned_meta.onset_sample
d#3,captures\d#3\rep011_20251219-135343,0,48000,16080,0.00153837,0.03445323,27.003,0.11905,0,aligned_meta.onset_sample
d#3,captures\d#3\rep012_20251219-135345,0,48000,16080,0.00136578,0.03861963,29.028,0.13669,0,aligned_meta.onset_sample
d#3,captures\d#3\rep014_20251219-135350,0,48000,15600,0.00136843,0.03328379,27.720,0.12073,0,aligned_meta.onset_sample
d#3,captures\d#3\rep015_20251219-135352,0,48000,15840,0.00149133,0.03062351,26.249,0.10681,0,aligned_meta.onset_sample
d#3,captures\d#3\rep016_20251219-135355,0,48000,15600,0.00149472,0.03308009,26.900,0.11356,0,aligned_meta.onset_sample
d#3,captures\d#3\rep017_20251219-135357,0,48000,15840,0.00147996,0.03229430,26.777,0.11188,0,aligned_meta.onset_sample
d#3,captures\d#3\rep018_20251219-135400,0,48000,15600,0.00104078,0.03472489,30.465,0.11844,0,aligned_meta.onset_sample
d#3,captures\d#3\rep019_20251219-135402,0,48000,15840,0.00152191,0.03537229,27.325,0.13025,0,aligned_meta.onset_sample
d#3,captures\d#3\rep020_20251219-135404,0,48000,15840,0.00158064,0.03146682,25.980,0.10925,0,aligned_meta.onset_sample
d#3,captures\d#3\rep021_20251219-224509,0,48000,15600,0.00090918,0.03556177,31.846,0.11923,0,aligned_meta.onset_sample
d#3,captures\d#3\rep022_20251219-224512,1,48000,14880,0.00077548,0.03291209,32.555,0.11545,0,aligned_meta.onset_sample
d#3,captures\d#3\rep023_20251219-224514,1,48000,15360,0.00054743,0.03202624,35.342,0.11234,0,aligned_meta.onset_sample
d#3,captures\d#3\rep024_20251219-224516,1,48000,15360,0.00074749,0.03479610,33.357,0.12704,0,aligned_meta.onset_sample
d#3,captures\d#3\rep025_20251219-224519,0,48000,15360,0.00129045,0.03819646,29.425,0.14227,0,aligned_meta.onset_sample
d#4,captures\d#4\rep001_20251219-224733,0,48000,15120,0.00124735,0.06620572,34.497,0.17010,0,aligned_meta.onset_sample
d#4,captures\d#4\rep002_20251219-224735,1,48000,15360,0.00059884,0.06102176,40.162,0.16846,0,aligned_meta.onset_sample
d#4,captures\d#4\rep003_20251219-224737,0,48000,16080,0.00091786,0.05721661,35.894,0.16028,0,aligned_meta.onset_sample
d#4,captures\d#4\rep004_20251219-224739,1,48000,15360,0.00068101,0.05979496,38.869,0.16666,0,aligned_meta.onset_sample
d#4,captures\d#4\rep005_20251219-224741,1,48000,15120,0.00054972,0.05853270,40.544,0.16049,0,aligned_meta.onset_sample
d#5,captures\d#5\rep001_20251219-225000,1,48000,15600,0.00036819,0.03546674,39.673,0.11865,0,aligned_meta.onset_sample
d#5,captures\d#5\rep002_20251219-225003,0,48000,15600,0.00046434,0.03055527,36.363,0.09906,0,aligned_meta.onset_sample
d#5,captures\d#5\rep003_20251219-225005,0,48000,16080,0.00062687,0.03092515,33.861,0.10648,0,aligned_meta.onset_sample
d#5,captures\d#5\rep004_20251219-225007,1,48000,15120,0.00032005,0.03012988,39.473,0.10489,0,aligned_meta.onset_sample
d#5,captures\d#5\rep005_20251219-225009,1,48000,15840,0.00042630,0.03423933,38.094,0.12704,0,aligned_meta.onset_sample
d#6,captures\d#6\rep001_20251219-225210,1,48000,15840,0.00051608,0.01286273,27.931,0.05493,0,aligned_meta.onset_sample
d#6,captures\d#6\rep002_20251219-225212,1,48000,16560,0.00054243,0.01166239,26.647,0.04428,0,aligned_meta.onset_sample
d#6,captures\d#6\rep003_20251219-225214,0,48000,14640,0.00117212,0.01853134,23.978,0.07220,0,aligned_meta.onset_sample
d#6,captures\d#6\rep004_20251219-225216,0,48000,16560,0.00061158,0.01298349,26.537,0.04941,0,aligned_meta.onset_sample
d#6,captures\d#6\rep005_20251219-225218,1,48000,16800,0.00053796,0.01412219,28.381,0.05728,0,aligned_meta.onset_sample
d#7,captures\d#7\rep001_20251219-230219,1,48000,15600,0.00033281,0.01584429,33.551,0.06781,0,aligned_meta.onset_sample
d#7,captures\d#7\rep002_20251219-230222,0,48000,15840,0.00034299,0.01188120,30.789,0.05136,0,aligned_meta.onset_sample
d#7,captures\d#7\rep003_20251219-230224,1,48000,15840,0.00031168,0.01563455,34.005,0.06689,0,aligned_meta.onset_sample
d#7,captures\d#7\rep004_20251219-230226,0,48000,15840,0.00034821,0.01142222,30.316,0.05005,0,aligned_meta.onset_sample
d#7,captures\d#7\rep005_20251219-230229,0,48000,15360,0.00035036,0.01137917,30.229,0.04965,0,aligned_meta.onset_sample
d#7,captures\d#7\rep006_20251219-230441,1,48000,15360,0.00034078,0.01931859,35.068,0.07510,0,aligned_meta.onset_sample
d1,captures\d1\rep001_20251219-223929,1,48000,15120,0.00057674,0.02800252,33.723,0.08835,0,aligned_meta.onset_sample
d1,captures\d1\rep002_20251219-223943,1,48000,15600,0.00035783,0.02565976,37.109,0.08252,0,aligned_meta.onset_sample
d1,captures\d1\rep003_20251219-223945,0,48000,15600,0.00078321,0.02887996,31.333,0.10138,0,aligned_meta.onset_sample
d1,captures\d1\rep004_20251219-223948,1,48000,15360,0.00041203,0.02726702,36.412,0.09930,0,aligned_meta.onset_sample
d1,captures\d1\rep005_20251219-223950,0,48000,15600,0.00056969,0.02654151,33.364,0.09351,0,aligned_meta.onset_sample
d2,captures\d2\rep002_20251219-224214,1,48000,14640,0.00058212,0.04773455,38.275,0.16513,0,aligned_meta.onset_sample
d2,captures\d2\rep003_20251219-224216,0,48000,15600,0.00058978,0.04794120,38.199,0.16348,0,aligned_meta.onset_sample
d2,captures\d2\rep004_20251219-224218,1,48000,15600,0.00056734,0.04990828,38.885,0.17606,0,aligned_meta.onset_sample
d2,captures\d2\rep005_20251219-224221,1,48000,15600,0.00058049,0.05019285,38.736,0.16705,0,aligned_meta.onset_sample
d3,captures\d3\rep001_20251219-224457,1,48000,15360,0.00076883,0.06038281,37.900,0.16898,0,aligned_meta.onset_sample
d3,captures\d3\rep002_20251219-224500,0,48000,14640,0.00090707,0.05660855,35.904,0.16483,0,aligned_meta.onset_sample
d3,captures\d3\rep003_20251219-224502,1,48000,15120,0.00066910,0.05543735,38.365,0.16144,0,aligned_meta.onset_sample
d3,captures\d3\rep004_20251219-224504,0,48000,14400,0.00075311,0.05298826,36.945,0.14972,0,aligned_meta.onset_sample
d3,captures\d3\rep005_20251219-224507,1,48000,15360,0.00065861,0.05471670,38.389,0.15607,0,aligned_meta.onset_sample
d4,captures\d4\rep001_20251219-224721,1,48000,15360,0.00055383,0.03180392,35.181,0.15512,0,aligned_meta.onset_sample
d4,captures\d4\rep002_20251219-224723,0,48000,15360,0.00080200,0.02852183,31.019,0.13895,0,aligned_meta.onset_sample
d4,captures\d4\rep003_20251219-224725,0,48000,15360,0.00083419,0.02929967,30.911,0.14594,0,aligned_meta.onset_sample
d4,captures\d4\rep004_20251219-224728,1,48000,15360,0.00052373,0.02799360,34.557,0.13684,0,aligned_meta.onset_sample
d4,captures\d4\rep005_20251219-224730,1,48000,14640,0.00075956,0.02701727,31.021,0.12909,0,aligned_meta.onset_sample
d5,captures\d5\rep001_20251219-224950,0,48000,15600,0.00094713,0.06051184,36.108,0.15363,0,aligned_meta.onset_sample
d5,captures\d5\rep002_20251219-224952,1,48000,16080,0.00072963,0.06897505,39.511,0.16986,0,aligned_meta.onset_sample
d5,captures\d5\rep003_20251219-224954,1,48000,15360,0.00080884,0.07331289,39.145,0.18469,0,aligned_meta.onset_sample
d5,captures\d5\rep004_20251219-224956,1,48000,15360,0.00074751,0.07123922,39.581,0.17889,0,aligned_meta.onset_sample
d5,captures\d5\rep005_20251219-224958,0,48000,16080,0.00118522,0.06297377,34.506,0.15790,0,aligned_meta.onset_sample
d6,captures\d6\rep001_20251219-225200,0,48000,16800,0.00065856,0.01667411,28.068,0.06296,0,aligned_meta.onset_sample
d6,captures\d6\rep002_20251219-225202,1,48000,15840,0.00039733,0.01169828,29.377,0.04596,0,aligned_meta.onset_sample
d6,captures\d6\rep003_20251219-225204,0,48000,16800,0.00072464,0.01442217,25.977,0.05637,0,aligned_meta.onset_sample
d6,captures\d6\rep004_20251219-225206,1,48000,15600,0.00035220,0.01525064,32.727,0.06256,0,aligned_meta.onset_sample
d6,captures\d6\rep005_20251219-225208,1,48000,15360,0.00045358,0.01605771,30.979,0.06149,0,aligned_meta.onset_sample
d7,captures\d7\rep001_20251219-230142,0,48000,15600,0.00037522,0.00998523,28.499,0.05267,0,aligned_meta.onset_sample
d7,captures\d7\rep002_20251219-230148,1,48000,14400,0.00031975,0.01607187,34.022,0.08682,0,aligned_meta.onset_sample
d7,captures\d7\rep003_20251219-230151,0,48000,14640,0.00036012,0.01462734,32.172,0.07846,0,aligned_meta.onset_sample
d7,captures\d7\rep004_20251219-230156,1,48000,15360,0.00035765,0.01478347,32.324,0.07776,0,aligned_meta.onset_sample
d7,captures\d7\rep005_20251219-230436,0,48000,15360,0.00032955,0.01244390,31.538,0.06232,0,aligned_meta.onset_sample
d7,captures\d7\rep006_20251219-230621,0,48000,14880,0.00038204,0.00736127,25.695,0.03741,0,aligned_meta.onset_sample
d7,captures\d7\rep007_20251219-230625,1,48000,15600,0.00038035,0.01592039,32.433,0.08896,0,aligned_meta.onset_sample
e1,captures\e1\rep001_20251219-224019,0,48000,16320,0.00137749,0.02852933,26.323,0.08997,0,aligned_meta.onset_sample
e1,captures\e1\rep002_20251219-224021,1,48000,15360,0.00124969,0.02695887,26.677,0.08319,0,aligned_meta.onset_sample
e1,captures\e1\rep003_20251219-224023,1,48000,15120,0.00081469,0.02367605,29.265,0.07169,0,aligned_meta.onset_sample
e1,captures\e1\rep004_20251219-224026,0,48000,15360,0.00142767,0.02881880,26.100,0.09225,0,aligned_meta.onset_sample
e1,captures\e1\rep005_20251219-224028,1,48000,16080,0.00122519,0.02637052,26.658,0.08344,0,aligned_meta.onset_sample
e2,captures\e2\rep001_20251219-224235,1,48000,15600,0.00114824,0.04038941,30.924,0.12155,0,aligned_meta.onset_sample
e2,captures\e2\rep002_20251219-224237,1,48000,15840,0.00097324,0.03741549,31.696,0.10828,0,aligned_meta.onset_sample
e2,captures\e2\rep003_20251219-224239,1,48000,15600,0.00081465,0.04619007,35.071,0.14331,0,aligned_meta.onset_sample
e2,captures\e2\rep004_20251219-224241,0,48000,15360,0.00126347,0.03943925,29.887,0.11136,0,aligned_meta.onset_sample
e3,captures\e3\rep001_20251219-224521,1,48000,15600,0.00050441,0.07408796,43.338,0.19168,0,aligned_meta.onset_sample
e3,captures\e3\rep002_20251219-224523,0,48000,15360,0.00044397,0.05768125,42.272,0.14432,0,aligned_meta.onset_sample
e3,captures\e3\rep003_20251219-224526,1,48000,15120,0.00044500,0.07081164,44.033,0.17447,0,aligned_meta.onset_sample
e3,captures\e3\rep004_20251219-224528,1,48000,15600,0.00042902,0.06452892,43.544,0.16336,0,aligned_meta.onset_sample
e3,captures\e3\rep005_20251219-224531,0,48000,15120,0.00047000,0.05911762,41.990,0.14017,0,aligned_meta.onset_sample
e4,captures\e4\rep001_20251219-135819,0,48000,15360,0.00111375,0.04436199,32.004,0.16312,0,aligned_meta.onset_sample
e4,captures\e4\rep002_20251219-135821,0,48000,15600,0.00119645,0.04803865,32.073,0.19006,0,aligned_meta.onset_sample
e4,captures\e4\rep003_20251219-135823,0,48000,15360,0.00134116,0.04978358,31.391,0.17871,0,aligned_meta.onset_sample
e4,captures\e4\rep004_20251219-135825,0,48000,15600,0.00112028,0.04808919,32.654,0.17886,0,aligned_meta.onset_sample
e4,captures\e4\rep005_20251219-135827,0,48000,15840,0.00100626,0.05071253,34.047,0.16476,0,aligned_meta.onset_sample
e4,captures\e4\rep006_20251219-135829,0,48000,15120,0.00129509,0.05730361,32.917,0.18298,0,aligned_meta.onset_sample
e4,captures\e4\rep007_20251219-135831,0,48000,15840,0.00066770,0.03332670,33.963,0.11679,0,aligned_meta.onset_sample
e4,captures\e4\rep008_20251219-135833,1,48000,15360,0.00062670,0.03600222,35.184,0.13519,0,aligned_meta.onset_sample
e4,captures\e4\rep009_20251219-135835,0,48000,15120,0.00116881,0.04910890,32.468,0.17209,0,aligned_meta.onset_sample
e4,captures\e4\rep010_20251219-135837,0,48000,15840,0.00129490,0.04687238,31.173,0.16501,0,aligned_meta.onset_sample
e4,captures\e4\rep011_20251219-135839,0,48000,15360,0.00070152,0.03291444,33.426,0.12061,0,aligned_meta.onset_sample
e4,captures\e4\rep012_20251219-135841,1,48000,15360,0.00079001,0.04410739,34.936,0.16241,0,aligned_meta.onset_sample
e4,captures\e4\rep013_20251219-135844,0,48000,15600,0.00096580,0.04798475,33.923,0.15320,0,aligned_meta.onset_sample
e4,captures\e4\rep014_20251219-135846,0,48000,15600,0.00084873,0.04416472,34.325,0.14291,0,aligned_meta.onset_sample
e4,captures\e4\rep015_20251219-135848,0,48000,16080,0.00112141,0.04327469,31.729,0.16028,0,aligned_meta.onset_sample
e4,captures\e4\rep016_20251219-135850,1,48000,15840,0.00064926,0.04363412,36.547,0.15213,0,aligned_meta.onset_sample
e4,captures\e4\rep017_20251219-135852,0,48000,15840,0.00119868,0.03885144,30.213,0.14893,0,aligned_meta.onset_sample
e4,captures\e4\rep018_20251219-135854,0,48000,15600,0.00092537,0.04450593,33.641,0.15494,0,aligned_meta.onset_sample
e4,captures\e4\rep019_20251219-135856,0,48000,15600,0.00120927,0.04323613,31.066,0.15976,0,aligned_meta.onset_sample
e4,captures\e4\rep020_20251219-135858,0,48000,15840,0.00112254,0.04241934,31.546,0.14136,0,aligned_meta.onset_sample
e4,captures\e4\rep021_20251219-224807,0,48000,15120,0.00123703,0.05054784,32.226,0.18561,0,aligned_meta.onset_sample
e4,captures\e4\rep022_20251219-224810,0,48000,15120,0.00099093,0.05070599,34.179,0.19556,0,aligned_meta.onset_sample
e5,captures\e5\rep001_20251219-225012,1,48000,15120,0.00048088,0.02849106,35.452,0.12723,0,aligned_meta.onset_sample
e5,captures\e5\rep002_20251219-225014,1,48000,14640,0.00037894,0.02816330,37.420,0.12314,0,aligned_meta.onset_sample
e5,captures\e5\rep003_20251219-225016,1,48000,15360,0.00046109,0.03438717,37.450,0.13782,0,aligned_meta.onset_sample
e5,captures\e5\rep004_20251219-225018,0,48000,15600,0.00062883,0.03010303,33.600,0.12881,0,aligned_meta.onset_sample
e5,captures\e5\rep005_20251219-225020,0,48000,15600,0.00062957,0.02963516,33.454,0.12927,0,aligned_meta.onset_sample
e6,captures\e6\rep001_20251219-225220,0,48000,16320,0.00074593,0.02264816,29.646,0.08270,0,aligned_meta.onset_sample
e6,captures\e6\rep002_20251219-225222,0,48000,17280,0.00059337,0.02168294,31.254,0.08792,0,aligned_meta.onset_sample
e6,captures\e6\rep003_20251219-225223,1,48000,16560,0.00048971,0.02056585,32.462,0.07834,0,aligned_meta.onset_sample
e6,captures\e6\rep004_20251219-225225,1,48000,15360,0.00038515,0.02165223,34.995,0.08881,0,aligned_meta.onset_sample
e6,captures\e6\rep005_20251219-225227,1,48000,15600,0.00037463,0.02341454,35.915,0.09583,0,aligned_meta.onset_sample
e7,captures\e7\rep001_20251219-230232,0,48000,15360,0.00032770,0.00850029,28.277,0.03705,0,aligned_meta.onset_sample
e7,captures\e7\rep002_20251219-230238,0,48000,14880,0.00032561,0.00749759,27.242,0.03146,0,aligned_meta.onset_sample
e7,captures\e7\rep003_20251219-230241,1,48000,15120,0.00039134,0.01059202,28.646,0.04596,0,aligned_meta.onset_sample
e7,captures\e7\rep004_20251219-230244,1,48000,14640,0.00033898,0.01150707,30.613,0.04675,0,aligned_meta.onset_sample
e7,captures\e7\rep005_20251219-230248,1,48000,15120,0.00031895,0.01132026,31.000,0.05130,0,aligned_meta.onset_sample
e7,captures\e7\rep006_20251219-230444,0,48000,15120,0.00035885,0.00954320,28.493,0.04260,0,aligned_meta.onset_sample
f#1,captures\f#1\rep001_20251219-224041,0,48000,14640,0.00070535,0.02935234,32.384,0.10574,0,aligned_meta.onset_sample
f#1,captures\f#1\rep002_20251219-224043,1,48000,15360,0.00052385,0.03019677,35.213,0.11575,0,aligned_meta.onset_sample
f#1,captures\f#1\rep003_20251219-224046,1,48000,15600,0.00063133,0.03262306,34.264,0.12350,0,aligned_meta.onset_sample
f#1,captures\f#1\rep004_20251219-224048,0,48000,16080,0.00084971,0.03200015,31.517,0.11649,0,aligned_meta.onset_sample
f#1,captures\f#1\rep005_20251219-224050,1,48000,15600,0.00081328,0.03823987,33.445,0.13489,0,aligned_meta.onset_sample
f#2,captures\f#2\rep002_20251219-224315,0,48000,15360,0.00134228,0.04605781,30.709,0.14380,0,aligned_meta.onset_sample
f#2,captures\f#2\rep003_20251219-224317,1,48000,16320,0.00094618,0.04756587,34.026,0.15274,0,aligned_meta.onset_sample
f#2,captures\f#2\rep004_20251219-224319,1,48000,16080,0.00076635,0.04659909,35.678,0.14740,0,aligned_meta.onset_sample
f#2,captures\f#2\rep005_20251219-224322,1,48000,15600,0.00060430,0.04890529,38.161,0.15616,0,aligned_meta.onset_sample
f#3,captures\f#3\rep001_20251219-135451,0,48000,14640,0.00115682,0.05667155,33.801,0.18726,0,aligned_meta.onset_sample
f#3,captures\f#3\rep003_20251219-135456,0,48000,15360,0.00115118,0.05308652,33.276,0.18002,0,aligned_meta.onset_sample
f#3,captures\f#3\rep005_20251219-135501,0,48000,15120,0.00142211,0.06401413,33.066,0.19553,0,aligned_meta.onset_sample
f#3,captures\f#3\rep006_20251219-135503,0,48000,15600,0.00175140,0.05595382,30.088,0.17526,0,aligned_meta.onset_sample
f#3,captures\f#3\rep007_20251219-135505,0,48000,15600,0.00138080,0.05374189,31.803,0.17072,0,aligned_meta.onset_sample
f#3,captures\f#3\rep008_20251219-135508,0,48000,16560,0.00140023,0.03693676,28.425,0.10669,0,aligned_meta.onset_sample
f#3,captures\f#3\rep010_20251219-135512,0,48000,16080,0.00121406,0.03977610,30.307,0.11990,0,aligned_meta.onset_sample
f#3,captures\f#3\rep013_20251219-135519,0,48000,15360,0.00127026,0.05184206,32.215,0.16251,0,aligned_meta.onset_sample
f#3,captures\f#3\rep014_20251219-135521,0,48000,15360,0.00141806,0.04772804,30.541,0.14389,0,aligned_meta.onset_sample
f#3,captures\f#3\rep015_20251219-135523,0,48000,15840,0.00116206,0.04273884,31.311,0.12482,0,aligned_meta.onset_sample
f#3,captures\f#3\rep016_20251219-135526,0,48000,15840,0.00123193,0.04722634,31.671,0.14261,0,aligned_meta.onset_sample
f#3,captures\f#3\rep017_20251219-135528,0,48000,15600,0.00101689,0.05830344,35.168,0.18997,0,aligned_meta.onset_sample
f#3,captures\f#3\rep018_20251219-135530,0,48000,15360,0.00158979,0.05357177,30.551,0.16241,0,aligned_meta.onset_sample
f#3,captures\f#3\rep019_20251219-135532,0,48000,16080,0.00132864,0.05984503,33.072,0.18909,0,aligned_meta.onset_sample
f#3,captures\f#3\rep021_20251219-224545,0,48000,14880,0.00093059,0.05988002,36.170,0.17130,0,aligned_meta.onset_sample
f#3,captures\f#3\rep022_20251219-224547,1,48000,15360,0.00068282,0.06510851,39.585,0.19739,0,aligned_meta.onset_sample
f#3,captures\f#3\rep023_20251219-224550,1,48000,15120,0.00106675,0.06997863,36.337,0.20886,0,aligned_meta.onset_sample
f#3,captures\f#3\rep024_20251219-224552,1,48000,14880,0.00071808,0.06481306,39.109,0.19684,0,aligned_meta.onset_sample
f#3,captures\f#3\rep025_20251219-224555,0,48000,15360,0.00098098,0.06351173,36.223,0.18289,0,aligned_meta.onset_sample
f#4,captures\f#4\rep003_20251219-224830,1,48000,15840,0.00119724,0.02695166,27.047,0.09451,0,aligned_meta.onset_sample
f#4,captures\f#4\rep004_20251219-224832,1,48000,15600,0.00116963,0.02792020,27.557,0.09271,0,aligned_meta.onset_sample
f#4,captures\f#4\rep005_20251219-224834,1,48000,15600,0.00148453,0.03120500,26.452,0.09909,0,aligned_meta.onset_sample
f#5,captures\f#5\rep001_20251219-225035,1,48000,15120,0.00034866,0.02882619,38.345,0.10941,0,aligned_meta.onset_sample
f#5,captures\f#5\rep002_20251219-225038,1,48000,15120,0.00036219,0.03071883,38.567,0.11246,0,aligned_meta.onset_sample
f#5,captures\f#5\rep003_20251219-225040,0,48000,14880,0.00042506,0.03143702,37.378,0.11392,0,aligned_meta.onset_sample
f#5,captures\f#5\rep004_20251219-225042,1,48000,15120,0.00037256,0.02803788,37.529,0.09747,0,aligned_meta.onset_sample
f#5,captures\f#5\rep005_20251219-225044,0,48000,15120,0.00047016,0.03262787,36.825,0.11765,0,aligned_meta.onset_sample
f#6,captures\f#6\rep002_20251219-225241,1,48000,16320,0.00057667,0.01721041,29.496,0.07010,0,aligned_meta.onset_sample
f#6,captures\f#6\rep003_20251219-225243,1,48000,16320,0.00061364,0.01976493,30.158,0.08118,0,aligned_meta.onset_sample
f#6,captures\f#6\rep004_20251219-225245,0,48000,16560,0.00068075,0.01784913,28.371,0.07410,0,aligned_meta.onset_sample
f#6,captures\f#6\rep005_20251219-225248,1,48000,14640,0.00046292,0.01652788,31.052,0.06924,0,aligned_meta.onset_sample
f#7,captures\f#7\rep001_20251219-230312,1,48000,15120,0.00033942,0.01654789,33.758,0.07846,0,aligned_meta.onset_sample
f#7,captures\f#7\rep002_20251219-230314,0,48000,15600,0.00033189,0.01161199,30.876,0.05408,0,aligned_meta.onset_sample
f#7,captures\f#7\rep003_20251219-230316,1,48000,15360,0.00032570,0.01397331,32.647,0.06763,0,aligned_meta.onset_sample
f#7,captures\f#7\rep004_20251219-230318,0,48000,16080,0.00038621,0.01556675,32.105,0.07733,0,aligned_meta.onset_sample
f#7,captures\f#7\rep005_20251219-230321,0,48000,15840,0.00035446,0.01192368,30.534,0.05542,0,aligned_meta.onset_sample
f#7,captures\f#7\rep007_20251219-230451,1,48000,15840,0.00033382,0.01458387,32.805,0.06989,0,aligned_meta.onset_sample
f1,captures\f1\rep001_20251219-134527,0,48000,14880,0.00053938,0.02217639,32.278,0.07300,0,aligned_meta.onset_sample
f1,captures\f1\rep002_20251219-134531,0,48000,16560,0.00089992,0.02799472,29.856,0.07574,0,aligned_meta.onset_sample
f1,captures\f1\rep003_20251219-134534,1,48000,14880,0.00050713,0.02692756,34.500,0.08289,0,aligned_meta.onset_sample
f1,captures\f1\rep004_20251219-134537,0,48000,16080,0.00068094,0.02855805,32.451,0.08575,0,aligned_meta.onset_sample
f1,captures\f1\rep007_20251219-134545,0,48000,15360,0.00096174,0.02336190,27.708,0.09094,0,aligned_meta.onset_sample
f1,captures\f1\rep008_20251219-134547,0,48000,16080,0.00117513,0.02710382,27.258,0.08020,0,aligned_meta.onset_sample
f1,captures\f1\rep009_20251219-134549,1,48000,14880,0.00057808,0.02519282,32.784,0.08725,0,aligned_meta.onset_sample
f1,captures\f1\rep010_20251219-134551,0,48000,15840,0.00103468,0.02479215,27.589,0.07739,0,aligned_meta.onset_sample
f1,captures\f1\rep011_20251219-134554,0,48000,15840,0.00100949,0.02434906,27.647,0.08420,0,aligned_meta.onset_sample
