label,mode,folder,fs,pre_ms,lead_ms,post_ms,peak,clip,rms_pre,rms_post,snr_proxy_db,onset_sample,onset_ms_est,onset_minus_enter_ms,flags,moved_to
c#5,stress,c#5\rep004_20251219-235332,48000,300,0,400,0.103607177734375,0,0.0022407076321542263,0.03283035382628441,23.317803786139947,14400,300.0,0.0,,
c#5,stress,c#5\rep005_20251219-235335,48000,300,0,400,0.117218017578125,0,0.002077520126476884,0.035958170890808105,24.76504310577838,15120,315.0,15.0,,
c#6,stress,c#6\rep001_20251219-235709,48000,300,0,400,0.141143798828125,0,0.0028379419818520546,0.027734721079468727,19.800403053484704,14400,300.0,0.0,,
c#6,stress,c#6\rep002_20251219-235712,48000,300,0,400,0.108856201171875,0,0.0019034311408177018,0.02187836728990078,21.209550607014343,15360,320.0,20.0,,
c#6,stress,c#6\rep003_20251219-235715,48000,300,0,400,0.10736083984375,0,0.0023001227527856827,0.021287670359015465,19.32753908142984,15120,315.0,15.0,,
c#6,stress,c#6\rep004_20251219-235718,48000,300,0,400,0.097259521484375,0,0.0017211874946951866,0.01907215267419815,20.89142606071369,15840,330.0,30.0,,
c#6,stress,c#6\rep005_20251219-235722,48000,300,0,400,0.129730224609375,0,0.002148847095668316,0.025303488597273827,21.419494057910356,15120,315.0,15.0,,
c#7,stress,c#7\rep001_20251220-000115,48000,300,0,400,0.072967529296875,0,0.002803129144012928,0.011820483952760696,12.499840655657998,15840,330.0,30.0,,
c#7,stress,c#7\rep002_20251220-000118,48000,300,0,400,0.074798583984375,0,0.0024647905956953764,0.012636383064091206,14.196852253784225,14400,300.0,0.0,,
c#7,stress,c#7\rep003_20251220-000122,48000,300,0,400,0.07781982421875,0,0.0011705142678692937,0.012800384312868118,20.77691919893033,15120,315.0,15.0,,
c#7,stress,c#7\rep004_20251220-000127,48000,300,0,400,0.07684326171875,0,0.0012058451538905501,0.013003246858716011,20.655198766521586,14400,300.0,0.0,,
c1,stress,c1\rep001_20251219-231806,48000,300,0,400,0.076171875,0,0.0057374099269509315,0.01968158781528473,10.706883963144499,16800,350.0,50.0,,
